pmid	year	title_short	current_design	current_target_population	current_delivery_model	current_followup_reporting_level	current_followup_completion_pct	n_invited	n_participated	uptake_pct	acceptability_reported	cost_reported	candidate_core_status	candidate_reason	manual_curator_decision	manual_curator_notes	manual_core_decision	manual_decision_reason	manual_evidence_text	manual_followup_level_if_changed	manual_followup_pct_if_changed	manual_notes	curator_id	curation_date
33842403	2021	Promotion of Cervical Screening among Long-term Non-attendees by Human Papillomavirus Self-sampling.	other	other	unk	completion_reported	85.7		353.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
33857013	2021	Cervical Cancer Screening-Past, Present, and Future.	individual_RCT	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
33882885	2021	Women's experiences in a community-based screen-and-treat cervical cancer prevention program in rural Malawi: a qualitat	observational	other	outreach_event_distribution	referral_only					Y	Y	candidate_core	extractable_implementation_or_cascade_result										
33985644	2021	Incorporation of human papillomavirus self-sampling into the revised National Cervical Screening Program: a qualitative 	observational	never_screened	clinic_pickup_return_clinic	none					Y	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative study on GP experiences and attitudes.	qualitative study of GP experiences and attitudes.				GC	2026-06-13
34010238	2021	Equal prevalence of severe cervical dysplasia by HPV self-sampling and by midwife-collected samples for primary HPV screening: a randomised controlled trial.	randomized_trial	underscreened_general	mail_to_home_return_mail	referral_only		14765	4946	33.5	N	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Randomized primary screening comparison in a general screening programme; reports participation but not targeted underscreened/low-access population.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
34031326	2021	Self-sampling in Human Papillomavirus screening during and post-COVID-19 pandemic.	observational	other	outreach_event_distribution	none					Y	N	manual_review	insufficient_structured_signal			CORE	Outreach program in remote Sarawak (n=55).	...55 women recruited ... over a five-day outreach programme.				GC	2026-06-13
34032158	2021	Cervical pap smears and pandemics: The effect of COVID-19 on screening uptake & opportunities to improve.	other	nonattenders	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
34140340	2021	Barriers to cervical cancer prevention in rural Cameroon: a qualitative study on healthcare providers' perspective.	observational	other	outreach_event_distribution	none					Y	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative study on healthcare provider perspective.	explore potential barriers ... from a healthcare provider perspective.				GC	2026-06-13
34175345	2021	Performance of a six-methylation-marker assay on self-collected cervical samples - A feasibility study.	other	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
34210517	2021	Comparison of different strategies for the triage to colposcopy of women tested high-risk HPV positive on self-collected	other	other	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
34217415	2021	Impact of COVID-19 on cervical cancer screening: Challenges and opportunities to improving resilience and reduce dispari	other	other	unk	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Opinion/Impact analysis regarding COVID disruptions.	Impact of COVID-19 on cervical cancer screening ... Several approaches can mitigate...				GC	2026-06-13
34373426	2021	[A feasibility study on cervical screening in non-attenders invited to undergo HPV self-sampling with cytology triage ve	other	nonattenders	mail_to_home_return_mail	referral_only				5.9	N	N	candidate_core	extractable_implementation_or_cascade_result										
34382217	2021	He Tapu Te Whare Tangata (sacred house of humanity): Under-screened Māori women talk about HPV self-testing cervical scr	cluster_RCT	never_screened	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
34462004	2021	Cervical cancer screening using HPV tests on self-samples: attitudes and preferences of women participating in the VALHU	observational	underscreened_general	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
34556128	2021	High-risk human papillomavirus detection in self-collected vaginal samples compared with healthcare worker collected cervical samples among women attending gynecology clinics at a tertiary hospital in Pretoria, South Africa.	diagnostic_validation	other	clinic_pickup_return_clinic	none		527	527	100.0	N	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Comparison of self-collected versus healthcare-worker-collected samples among gynecology clinic attendees; accuracy/positivity evidence, not implementation uptake.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
34590066	2021	Acceptability of human papillomavirus (HPV) self-sampling among never- and under-screened Indigenous and other minority 	individual_RCT	never_screened	mail_to_home_return_mail	referral_only		2780.0		4.6	Y	N	candidate_core	extractable_implementation_or_cascade_result										
34607876	2021	Rethinking Cervical Cancer Screening in Brazil Post COVID-19: A Global Opportunity to Adopt Higher Impact Strategies.	other	other	outreach_event_distribution	referral_only					Y	Y	candidate_core	extractable_implementation_or_cascade_result										
34639352	2021	Human Papillomavirus (HPV) Self-Sampling among Never-and Under-Screened Indigenous Māori, Pacific and Asian Women in Aot	observational	never_screened	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
34639688	2021	CoCoss-Trial: Concurrent Comparison of Self-Sampling Devices for HPV-Detection.	diagnostic_validation	other	clinic_pickup_return_clinic	none					N	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Device comparison trial in colposcopy-referred patients; diagnostic performance/device evaluation rather than underserved implementation outcome.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
34682565	2021	Feasibility of Utilizing Social Media to Promote HPV Self-Collected Sampling among Medically Underserved Women in a Rura	observational	other	unk	none					N	Y	manual_review	insufficient_structured_signal			NON_CORE	Survey on social media promotion intentions.	...MUW intention to participate in the social media-related intervention.				GC	2026-06-13
34715579	2021	Comparative analysis between self-collected and clinician-collected samples for HPV testing in public health facilities 	other	other	clinic_pickup_return_clinic	none					Y	N	manual_review	insufficient_structured_signal			CORE	Comparative analysis with 280 actual participants in Zimbabwe.	A total of 280 self- and clinician-collected samples were tested ...				GC	2026-06-13
35003710	2021	Implementing community-based human papillomavirus self-sampling with SMS text follow-up for cervical cancer screening in	observational	other	outreach_event_distribution	completion_reported	35.0			17.0	Y	N	candidate_core	extractable_implementation_or_cascade_result										
35010314	2021	Exploring Factors Associated with Patients Who Prefer Clinician-Sampling to HPV Self-Sampling: A Study Conducted in a Lo	observational	other	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
30368651	2020	A Qualitative Exploration of Women's Experiences with a Community Health Volunteer-Led Cervical Cancer Educational Module in Migori County, Kenya.	qualitative	rural_low_access	chw_door_to_door	none					Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Qualitative education-module experience study nested in a Kenyan implementation trial; context only, not a primary self-sampling outcome record.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
31532298	2020	Acceptability and Feasibility of Community-Based, Lay Navigator-Facilitated At-Home Self-Collection for Human Papillomav	observational	underscreened_general	unk	none			59.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
31633801	2020	"Feasibility of a community-based cervical cancer screening with ""test and treat"" strategy using self-sample for an HPV t"	other	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
31744374	2020	Reactions of women underscreened for cervical cancer who received unsolicited human papillomavirus self-sampling kits.	observational	underscreened_general	mail_to_home_return_mail	none		116.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
31765712	2020	The cost-effectiveness of human papillomavirus self-collection among cervical cancer screening non-attenders in El Salva	model	nonattenders	mail_to_home_return_mail	none					N	Y	candidate_non_core	model_or_economic_model			NON_CORE	Cost-effectiveness microsimulation model.	...informed a mathematical microsimulation model ... to conduct a CEA.				GC	2026-06-13
31970767	2020	Comparative performance evaluation of different HPV tests and triaging strategies using self-samples and feasibility ass	program_evaluation	other	unk	completion_reported	100.0				N	Y	candidate_core	extractable_implementation_or_cascade_result										
31995585	2020	Implementation of Australia's renewed cervical screening program: Preparedness of general practitioners and nurses.	observational	underscreened_general	unk	none					N	N	candidate_non_core	survey_only_without_extractable_implementation_result			NON_CORE	Survey on practitioner preparedness.	Implementation of Australia's renewed ... Preparedness of GPs and nurses.				GC	2026-06-13
32032940	2020	Developing SMS Content to Promote Papanicolaou Triage Among Women Who Performed HPV Self-collection Test: Qualitative St	observational	other	chw_door_to_door	referral_only			48.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
32037539	2020	Diagnostic accuracy of self-collected vaginal samples for HPV DNA detection in women from South India.	other	other	clinic_pickup_return_clinic	none					N	N	candidate_non_core	assay_or_device_performance_only_without_extractable_implementation_result			NON_CORE	Diagnostic accuracy study in known cancer patients.	Diagnostic accuracy ... among patients with newly diagnosed cervical cancer.				GC	2026-06-13
32082413	2020	Cervical cancer prevention among long-term screening non-attendees by vaginal self-collected samples for hr-HPV mRNA det	individual_RCT	other	unk	referral_only		2018.0	2018.0	100.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
32168286	2020	For Human Papillomavirus Self-Sampling, Stated Willingness Does Not Correspond With Subsequent Uptake by Rural Malawian 	other	other	unk	none					Y	N	candidate_non_core	preference_willingness_only_without_extractable_implementation_result			CORE	Longitudinal study with follow-up offer (n=186).	RESULTS: ... n = 65 (53%) agreed to self-collect a sample at follow-up.				GC	2026-06-13
32179181	2020	Efficacy of strategies to increase participation in cervical cancer screening: GPs offering self-sampling kits for HPV t	individual_RCT	other	clinic_pickup_return_clinic	none		2014.0	45.0	2.2	N	N	candidate_core	extractable_implementation_or_cascade_result										
32192493	2020	A conjoint analysis study on self-sampling for human papillomavirus (HPV) testing characteristics among black women in I	observational	underscreened_general	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
32234028	2020	"""The best thing is that you are doing it for yourself"" - perspectives on acceptability and feasibility of HPV self-sampling among cervical cancer screening clients in Tanzania: a qualitative pilot study."	qualitative_pilot	other	clinic_pickup_return_clinic	none					Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Qualitative pilot on acceptability/feasibility of HPV self-sampling among screening clients in Tanzania; relevant but no extractable implementation uptake endpoint.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
32234744	2020	Assessing the feasibility of a rapid, high-volume cervical cancer screening programme using HPV self-sampling and digita	program_evaluation	other	unk	completion_reported	77.8				N	N	candidate_core	extractable_implementation_or_cascade_result										
32280123	2020	Implementing Two Randomized Pragmatic Trials of HPV Self-sampling among Underserved Women: Challenges and Lessons Learne	individual_RCT	migrant_minority	outreach_event_distribution	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Report on challenges/lessons learned, not primary outcomes.	Implementing Two Randomized Pragmatic Trials ... Challenges and Lessons Learned.				GC	2026-06-13
32322684	2020	Improved Rates of Cervical Cancer Screening Among Transmasculine Patients Through Self-Collected Swabs for High-Risk Hum	program_evaluation	underscreened_general	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			CORE	Clinical introduction pilot (n=193) for transmasculine patients.	...of 193 patients, 98 (51%) had a documented cervical cancer screening.				GC	2026-06-13
32343627	2020	Feasibility, Acceptability, and Efficacy of a Community Health Worker-Driven Approach to Screen Hard-to-Reach Periurban 	other	other	chw_door_to_door	completion_reported	65.0				Y	N	candidate_core	extractable_implementation_or_cascade_result										
32361328	2020	Analytical performance of HPV assays on vaginal self-collected vs practitioner-collected cervical samples: the SCoPE stu	other	underscreened_general	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
32371553	2020	Reasons for Not Attending Cervical Cancer Screening and Associated Factors in Rural Ethiopia.	cluster_RCT	other	outreach_event_distribution	none		2356.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
32393243	2020	Uptake and acceptability of human papillomavirus self-sampling in rural and remote aboriginal communities: evaluation of	observational	never_screened	outreach_event_distribution	completion_reported	56.4				Y	N	candidate_core	extractable_implementation_or_cascade_result										
32407149	2020	Cervical Cancer Screening with Human Papillomavirus Self-Sampling Among Transgender Men in El Salvador.	observational	migrant_minority	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
32416283	2020	Home-based HPV self-sampling assisted by a cloud-based electronic data system: Lessons learnt from a pilot community cer	other	other	mail_to_home_return_mail	completion_reported	72.0				N	N	candidate_core	extractable_implementation_or_cascade_result										
32489266	2020	HPV sampling options for cervical cancer screening: preferences of urban-dwelling Canadians in a changing paradigm.	observational	never_screened	unk	referral_only		2016.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
32507855	2020	Cervical screening: ESGO-EFC position paper of the European Society of Gynaecologic Oncology (ESGO) and the European Fed	other	underscreened_general	clinic_pickup_return_clinic	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
32522513	2020	Special ambulatory gynecologic considerations in the era of coronavirus disease 2019 (COVID-19) and implications for fut	observational	migrant_minority	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
32614875	2020	Participation in interventions and recommended follow-up for non-attendees in cervical cancer screening -taking the wome	individual_RCT	other	unk	completion_reported	87.0	614.0	614.0	5.5	N	N	candidate_core	extractable_implementation_or_cascade_result										
32711530	2020	Knowledge, attitudes, and practices of cervical Cancer screening among HIV-positive and HIV-negative women participating	individual_RCT	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
32723350	2020	Acceptability of HPV screening among HIV-infected women attending an HIV-dedicated clinic in Abidjan, Côte d'Ivoire.	observational	other	clinic_pickup_return_clinic	none					Y	N	manual_review	insufficient_structured_signal			NON_CORE	Preintervention acceptability study.	...assess the preintervention acceptability of HPV screening among HIV-infected women.				GC	2026-06-13
32757997	2020	Acceptability of Self-Sampling for Human Papillomavirus-Based Cervical Cancer Screening.	observational	other	unk	referral_only		111.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
32796262	2020	Patient Satisfaction With Human Papillomavirus Self-Sampling in a Cohort of Ethnically Diverse and Rural Women in Yunnan	observational	other	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
32867315	2020	Acceptability and Feasibility of HPV Self-Sampling as an Alternative Primary Cervical Cancer Screening in Under-Screened	observational	underscreened_general	unk	none			177.0	3.0	Y	N	candidate_core	extractable_implementation_or_cascade_result										
32933512	2020	Using self-collection HPV testing to increase engagement in cervical cancer screening programs in rural Guatemala: a lon	observational	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
32966684	2020	A public health approach to cervical cancer screening in Africa through community-based self-administered HPV testing an	observational	other	outreach_event_distribution	referral_only			1902.0	86.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
33072179	2020	Designing low-cost, accurate cervical screening strategies that take into account COVID-19: a role for self-sampled HPV 	program_evaluation	migrant_minority	unk	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
33170891	2020	Acceptability of self- collection for human papillomavirus detection in the Eastern Cape, South Africa.	other	other	outreach_event_distribution	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
33200671	2020	Female health-care providers' advocacy of self-sampling after participating in a workplace program for cervical cancer s	observational	other	clinic_pickup_return_clinic	none					Y	N	manual_review	insufficient_structured_signal			NON_CORE	Mixed-methods study on health-care provider advocacy.	survey among 52 female HCPs ... 10 one-to-one semi-structured interviews.				GC	2026-06-13
33281930	2020	Adherence to triage among women with HPV-positive self-collection: a study in a middle-low income population in Argentin	program_evaluation	other	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
33299288	2020	Current Status and Future Perspectives of Molecular Prevention Strategies for Cervical Cancers.	individual_RCT	other	unk	none					N	Y	manual_review	insufficient_structured_signal			NON_CORE	Status/Perspective review (secondary source).	Current Status and Future Perspectives ... is further discussed.				GC	2026-06-13
34077132	2020	Cervical cancer risk factors and screening preferences among Muslim women in Monrovia, Liberia.	observational	migrant_minority	outreach_event_distribution	referral_only			150.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
36304705	2020	Acceptability of Self-Sampling for Cervical Cancer Screening Among Women Living With HIV and HIV-Negative Women in Limbé, Cameroon.	qualitative	other	unk	none					Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Qualitative acceptability study of self-sampling among WLHIV and HIV-negative women in Cameroon; relevant context but no observed screening uptake outcome.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
30401612	2019	Perceived Susceptibility to Cervical Cancer among African American Women in the Mississippi Delta: Does Adherence to Scr	observational	underscreened_general	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
30461597	2019	Results of a Pilot Study of a Mail-Based Human Papillomavirus Self-Testing Program for Underscreened Women From Appalach	individual_RCT	underscreened_general	mail_to_home_return_mail	none			80.0	78.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
30481121	2019	Understanding Patients' Perspectives and Information Needs Following a Positive Home Human Papillomavirus Self-Sampling 	observational	other	mail_to_home_return_mail	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
30606132	2019	A pilot study to evaluate home-based screening for the common non-communicable diseases by a dedicated cadre of communit	individual_RCT	other	mail_to_home_return_mail	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
30614524	2019	Acceptability of self-taken vaginal HPV sample for cervical screening among an under-screened Indigenous population.	observational	rural_low_access	outreach_event_distribution	none			71.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
30651294	2019	Participation in Cervical Screening by Self-collection, Pap, or a Choice of Either in Brazil.	individual_RCT	underscreened_general	chw_door_to_door	none					N	N	manual_review	insufficient_structured_signal			CORE	RCT with CHW-led door-to-door delivery (N=483) in Brazil.	...implemented by trained CHWs at participants' home. ... 100% in the Self&HPV arm completed.				GC	2026-06-13
30654774	2019	Evaluation of the self-sampling for cervical cancer screening in Bolivia.	observational	other	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
30718124	2019	Cost-effectiveness evaluation of HPV self-testing offered to non-attendees in cervical cancer screening in Switzerland.	model	underscreened_general	unk	none					N	Y	candidate_non_core	model_or_economic_model			NON_CORE	Economic decision-tree and Markov modeling.	A recursive decision-tree ... Markov cohort simulations were used...				GC	2026-06-13
30804036	2019	Prospective cohort study examining cervical cancer screening methods in HIV-positive and HIV-negative Cambodian Women: a	other	other	outreach_event_distribution	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
30807869	2019	hrHPV prevalence and type distribution in rural Zimbabwe: A community-based self-collection study using near-point-of-ca	other	other	outreach_event_distribution	none					N	N	manual_review	insufficient_structured_signal			CORE	Community-based cross-sectional study (N=643) in Zimbabwe.	...implemented a community-based cross-sectional study ... The hrHPV prevalence was 17%.				GC	2026-06-13
30874477	2019	Predictors of Cervical Cancer Screening Among Infrequently Screened Women Completing Human Papillomavirus Self-Collectio	observational	never_screened	mail_to_home_return_mail	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
30994102	2019	Feasibility, Acceptability, and Accuracy of Vaginal Self-Sampling for Screening Human Papillomavirus Types in Women from	other	other	unk	none					Y	N	candidate_non_core	assay_or_device_performance_only_without_extractable_implementation_result			CORE	Feasibility study with 133 participants in Senegal.	Vaginal swabs were collected from 133 women... 10.5% of the samples were positive.				GC	2026-06-13
30997147	2019	The feasibility and acceptability of self-sampling and HPV testing using Cepheid Xpert® HPV in a busy primary care facility.	pilot	underscreened_general	clinic_pickup_return_clinic	none					Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	ROSE 1.0 pilot abstract is too sparse locally and describes feasibility/acceptability in a primary care facility; retain as broad contextual until full implementation outcomes are verified.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
31002831	2019	Increased HPV detection by the use of a pre-heating step on vaginal self-samples analysed by Aptima HPV assay.	other	nonattenders	unk	none			173.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
31014287	2019	Factors associated with low adherence to cervical cancer follow-up retest among HPV+/ cytology negative women: a study i	other	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
31032904	2019	Increasing participation in cervical screening by targeting long-term nonattenders: Randomized health services study.	individual_RCT	nonattenders	unk	completion_reported	68.3	16437.0		8.7	N	N	candidate_core	extractable_implementation_or_cascade_result										
31035279	2019	Self-Collected Samples in Cervical Cancer Screening: Results of HPV and Pap Self-Collected Samples Compared to Physician	other	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
31036707	2019	Cross-sectional study of HPV testing in self-sampled urine and comparison with matched vaginal and cervical samples in w	observational	nonattenders	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
31054907	2019	Experience with HPV self-sampling and clinician-based sampling in women attending routine cervical screening in the Neth	individual_RCT	other	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
31074835	2019	A community-based, cross-sectional study of hrHPV DNA self-sampling-based cervical cancer screening in rural Karnataka, 	program_evaluation	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
31114629	2019	Prevalence, correlates, and predictive value of high-risk human papillomavirus mRNA detection in a community-based cervi	other	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
31138174	2019	Community-based self-collected human papillomavirus screening in rural Zimbabwe.	other	other	chw_door_to_door	none			82.0	0.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
31196175	2019	Perspectives of women participating in a cervical cancer screening campaign with community-based HPV self-sampling in ru	cluster_RCT	other	outreach_event_distribution	none		120.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
31220062	2019	Acceptability of human papillomavirus self-sampling for cervical-cancer screening in under-screened Māori and Pasifika w	observational	underscreened_general	unk	referral_only			39.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
31285661	2019	Assessing the impact of mailing self-sampling kits for human papillomavirus testing to unscreened non-responder women in	individual_RCT	nonattenders	mail_to_home_return_mail	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
31337647	2019	Uptake of Cervical Cancer Screening in Ethiopia by Self-Sampling HPV DNA Compared to Visual Inspection with Acetic Acid:	cluster_RCT	other	outreach_event_distribution	completion_reported	85.0	2356.0	122.0	5.2	N	N	candidate_core	extractable_implementation_or_cascade_result										
31366402	2019	Genital self-sampling for HPV-based cervical cancer screening: a qualitative study of preferences and barriers in rural 	observational	other	mail_to_home_return_mail	none					Y	N	candidate_non_core	preference_willingness_only;qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative study on preferences and barriers.	Four community-based focus group discussions ... explore perceptions and acceptability.				GC	2026-06-13
31372572	2019	Improving the promise of embedded pragmatic trials: Surmountable barriers encountered in an evaluation of home-based HPV	other	underscreened_general	mail_to_home_return_mail	none					N	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Report summarizing experience and barriers, not implementation results.	...summarizes our experience in designing... the HOME pragmatic trial.				GC	2026-06-13
31408474	2019	HPV self-testing for primary cervical cancer screening in Madagascar: VIA/VILI triage compliance in HPV-positive women.	other	other	unk	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
31427275	2019	Implementation of HPV-based Cervical Cancer Screening Combined with Self-sampling Using a Midwifery Network Across Rural	observational	nonattenders	unk	completion_reported	68.6				N	N	candidate_core	extractable_implementation_or_cascade_result										
31615443	2019	Assessment of a new low-cost, PCR-based strategy for high-risk human papillomavirus DNA detection for cervical cancer pr	other	other	clinic_pickup_return_clinic	none					N	Y	manual_review	insufficient_structured_signal			NON_CORE	Technical evaluation of PCR strategy performance.	The analytical performance to detect HR-HPV infections ... was assessed.				GC	2026-06-13
31662358	2019	HPV self-sampling acceptability in rural and indigenous communities in Guatemala: a cross-sectional study.	observational	other	outreach_event_distribution	none					Y	N	manual_review	insufficient_structured_signal			CORE	Cross-sectional study in 2 rural communities (n=760).	Of 438 ... 94% completed self-collection ... Overall, 19% tested positive.				GC	2026-06-13
31693128	2019	Effect of Mailed Human Papillomavirus Test Kits vs Usual Care Reminders on Cervical Cancer Screening Uptake, Precancer D	individual_RCT	underscreened_general	mail_to_home_return_mail	referral_only		9960.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
28530513	2018	A cluster randomized trial of strategies to increase uptake amongst young women invited for their first cervical screen:	cluster_RCT	nonattenders	unk	none		879.0		8.8	N	N	candidate_core	extractable_implementation_or_cascade_result										
28866635	2018	Acceptability and ease of use of mailed HPV self-collection among infrequently screened women in North Carolina.	observational	underscreened_general	mail_to_home_return_mail	none			227.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
28876298	2018	Mailed Human Papillomavirus Self-Collection With Papanicolaou Test Referral for Infrequently Screened Women in the Unite	observational	underscreened_general	mail_to_home_return_mail	referral_only			64.0	5.0	Y	N	candidate_core	extractable_implementation_or_cascade_result										
29136403	2018	High-grade cervical intraepithelial neoplasia in human papillomavirus self-sampling of screening non-attenders.	other	nonattenders	unk	referral_only			4824.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
29197067	2018	Cervical cancer screening through human papillomavirus testing in community health campaigns versus health facilities in	cluster_RCT	other	outreach_event_distribution	none		2016.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
29302852	2018	Acceptability of Self-Sample Human Papillomavirus Testing Among Thai Women Visiting a Colposcopy Clinic.	observational	other	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
29385850	2018	Human Papilloma Virus (HPV) self-sampling: do women accept it?	observational	other	unk	none					Y	Y	manual_review	insufficient_structured_signal			CORE	Acceptability study with 164 clinical self-sampling operations.	A total of 164 women ... performed HPV self-sampling using the Digene HC2 kit.				GC	2026-06-13
29507490	2018	Strategies to reach marginalized women for cervical cancer screening: A qualitative study of stakeholder perspectives.	observational	never_screened	clinic_pickup_return_clinic	none					N	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative study of stakeholder perspectives.	descriptive qualitative study ... involved semi-structured interviews with stakeholders.				GC	2026-06-13
29507491	2018	Completing the cervical screening pathway: Factors that facilitate the increase of self-collection uptake among under-sc	observational	never_screened	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
29507492	2018	Self-collection for under-screened women in a National Cervical Screening Program: pilot study.	other	never_screened	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
29523108	2018	Preventing cervical cancer using HPV self-sampling: direct mailing of test-kits increases screening participation more than timely opt-in procedures - a randomized controlled trial.	randomized_trial	nonattenders	mail_to_home_return_mail	none		9791			N	N	candidate_core	Final 58-record adjudication			CORE	Danish randomized effectiveness trial among screening non-attenders comparing direct-mailed/opt-in self-sampling kits with reminder and reporting participation.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
29538411	2018	Test performance and acceptability of self- versus provider-collected swabs for high-risk HPV DNA testing in female-to-male trans masculine patients.	diagnostic_validation	migrant_minority	clinic_pickup_return_clinic	none		150	150	100.0	Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Test performance and acceptability study among trans masculine patients; underserved population but primarily diagnostic concordance/acceptability rather than implementation uptake.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
29569715	2018	A randomized, controlled trial of two strategies of offering the home-based HPV self-sampling test to non- participants 	individual_RCT	nonattenders	mail_to_home_return_mail	completion_reported	88.9	118.0			Y	N	candidate_core	extractable_implementation_or_cascade_result										
