record_id	pmid	doi	year	title_short	country_or_region	income_level	target_population	target_population_notes	setting	delivery_model	return_channel	followup_support	self_sampling_confirmed	assay_type	triage_pathway	design	n_invited	n_participated	uptake_pct	followup_closure_reported	followup_reporting_level	followup_completion_pct	followup_notes	equity_stratified_results_reported	acceptability_reported	cost_reported	key_barriers_facilitators	limitations	implementation_core_status	implementation_core_reason	implementation_core_evidence
PMID_32234744	32234744	10.1136/bmjopen-2019-035153	2020	Assessing the feasibility of a rapid, high-volume cervical cancer screening programme using HPV self-sampling and digita	UNK	UNK	other		other	unk	unk	unk	Y	DNA	direct_colposcopy	program_evaluation				Y	completion_reported	77.8	hrHPV-positive participants: 168/216 underwent same-day colposcopy.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32322684	32322684	10.1089/trgh.2019.0019	2020	Improved Rates of Cervical Cancer Screening Among Transmasculine Patients Through Self-Collected Swabs for High-Risk Hum	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	program_evaluation				N	none			Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Clinical introduction pilot (n=193) for transmasculine patients.	...of 193 patients, 98 (51%) had a documented cervical cancer screening.
PMID_32343627	32343627	10.1200/go.20.00061	2020	Feasibility, Acceptability, and Efficacy of a Community Health Worker-Driven Approach to Screen Hard-to-Reach Periurban 	UNK	UNK	other		community_outreach	chw_door_to_door	mixed	navigation	Y	UNK	direct_colposcopy	other				Y	completion_reported	65.0	CHWs navigated 65% of HPV-positive women to colposcopy.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32361328	32361328	10.1016/j.jcv.2020.104375	2020	Analytical performance of HPV assays on vaginal self-collected vs practitioner-collected cervical samples: the SCoPE stu	Netherlands	HIC	underscreened_general		other	unk	unk	unk	Y	DNA	direct_colposcopy	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32371553	32371553	10.1158/1940-6207.capr-19-0485	2020	Reasons for Not Attending Cervical Cancer Screening and Associated Factors in Rural Ethiopia.	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	cluster_RCT	2356.0			N	none		Reported reasons for screening non-participation; no post-positive follow-up completion.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32393243	32393243	10.1186/s12913-020-05214-5	2020	Uptake and acceptability of human papillomavirus self-sampling in rural and remote aboriginal communities: evaluation of	Australia	HIC	never_screened		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	unk	observational				Y	completion_reported	56.4	HPV-positive participants completing follow-up: 22/39 across HPV16/18 and other hrHPV groups.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32407149	32407149	10.1089/lgbt.2019.0202	2020	Cervical Cancer Screening with Human Papillomavirus Self-Sampling Among Transgender Men in El Salvador.	UNK	UNK	migrant_minority		other	unk	unk	unk	Y	UNK	direct_colposcopy	observational				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32416283	32416283	10.1016/j.pvr.2020.100198	2020	Home-based HPV self-sampling assisted by a cloud-based electronic data system: Lessons learnt from a pilot community cer	UNK	UNK	other		home_mail	mail_to_home_return_mail	mail	unk	Y	DNA	direct_colposcopy	other				Y	completion_reported	72.0	HPV-positive women attending clinic triage examination: 72%.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32489266	32489266	10.3747/co.27.5089	2020	HPV sampling options for cervical cancer screening: preferences of urban-dwelling Canadians in a changing paradigm.	Canada	HIC	never_screened		other	unk	unk	unk	Y	UNK	cytology	observational	2016.0			Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32507855	32507855	10.1038/s41416-020-0920-9	2020	Cervical screening: ESGO-EFC position paper of the European Society of Gynaecologic Oncology (ESGO) and the European Fed	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	other				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32522513	32522513	10.1016/j.ajog.2020.06.006	2020	Special ambulatory gynecologic considerations in the era of coronavirus disease 2019 (COVID-19) and implications for fut	UNK	UNK	migrant_minority		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				Y	referral_only			Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32614875	32614875	10.1371/journal.pone.0235202	2020	Participation in interventions and recommended follow-up for non-attendees in cervical cancer screening -taking the wome	UNK	UNK	other		other	unk	unk	reminders	Y	UNK	cytology	individual_RCT	614.0	614.0	5.5	Y	completion_reported	87.0	Attendance to recommended follow-up after abnormality was 87%.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32711530	32711530	10.1186/s12905-020-01017-2	2020	Knowledge, attitudes, and practices of cervical Cancer screening among HIV-positive and HIV-negative women participating	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	individual_RCT				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32757997	32757997	10.1089/jwh.2019.8258	2020	Acceptability of Self-Sampling for Human Papillomavirus-Based Cervical Cancer Screening.	UNK	UNK	other		home_mail	unk	unk	unk	Y	UNK	cytology	observational	111.0			Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32796262	32796262	10.1097/lgt.0000000000000560	2020	Patient Satisfaction With Human Papillomavirus Self-Sampling in a Cohort of Ethnically Diverse and Rural Women in Yunnan	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32867315	32867315	10.3390/ijerph17176245	2020	Acceptability and Feasibility of HPV Self-Sampling as an Alternative Primary Cervical Cancer Screening in Under-Screened	UNK	UNK	underscreened_general		home_mail	unk	unk	unk	Y	UNK	cytology	observational		177.0	3.0	N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32933512	32933512	10.1186/s12889-020-09478-8	2020	Using self-collection HPV testing to increase engagement in cervical cancer screening programs in rural Guatemala: a lon	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_32966684	32966684	10.1002/cam4.3468	2020	A public health approach to cervical cancer screening in Africa through community-based self-administered HPV testing an	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	observational		1902.0	86.0	Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_33072179	33072179	10.1186/s13027-020-00325-4	2020	Designing low-cost, accurate cervical screening strategies that take into account COVID-19: a role for self-sampled HPV 	UNK	UNK	migrant_minority		home_mail	unk	unk	unk	Y	DNA	unk	program_evaluation				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_33170891	33170891	10.1371/journal.pone.0241781	2020	Acceptability of self- collection for human papillomavirus detection in the Eastern Cape, South Africa.	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	other				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_33281930	33281930	10.3332/ecancer.2020.1138	2020	Adherence to triage among women with HPV-positive self-collection: a study in a middle-low income population in Argentin	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	program_evaluation				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_34077132	34077132	10.29063/ajrh2020/v24i3.11	2020	Cervical cancer risk factors and screening preferences among Muslim women in Monrovia, Liberia.	UNK	UNK	migrant_minority		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	unk	observational		150.0		Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_30401612	30401612	10.1016/j.whi.2018.09.006	2019	Perceived Susceptibility to Cervical Cancer among African American Women in the Mississippi Delta: Does Adherence to Scr	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	observational				Y	referral_only			Y	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_30461597	30461597	10.1097/olq.0000000000000944	2019	Results of a Pilot Study of a Mail-Based Human Papillomavirus Self-Testing Program for Underscreened Women From Appalach	United States	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	individual_RCT		80.0	78.0	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_30481121	30481121	10.1089/jwh.2018.7070	2019	Understanding Patients' Perspectives and Information Needs Following a Positive Home Human Papillomavirus Self-Sampling 	United States	HIC	other		home_mail	mail_to_home_return_mail	mail	unk	Y	DNA	cytology	observational				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_30606132	30606132	10.1186/s12889-018-6350-4	2019	A pilot study to evaluate home-based screening for the common non-communicable diseases by a dedicated cadre of communit	UNK	UNK	other		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	individual_RCT				Y	referral_only		HPV-positive women were triaged and VIA-positive women treated; HPV-positive follow-up attendance not reported.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_30614524	30614524	10.1111/ajo.12933	2019	Acceptability of self-taken vaginal HPV sample for cervical screening among an under-screened Indigenous population.	New Zealand	HIC	rural_low_access	rural under-screened	community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational		71.0		N	none		Reported willingness to attend follow-up if positive, not observed follow-up completion.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_30651294	30651294	10.1158/1940-6207.capr-18-0419	2019	Participation in Cervical Screening by Self-collection, Pap, or a Choice of Either in Brazil.	UNK	UNK	underscreened_general		community_outreach	chw_door_to_door	mixed	unk	Y	UNK	cytology	individual_RCT				N	none		Reported screening completion by arm; no post-positive follow-up completion.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	RCT with CHW-led door-to-door delivery (N=483) in Brazil.	...implemented by trained CHWs at participants' home. ... 100% in the Self&HPV arm completed.
PMID_30654774	30654774	10.1186/s12889-019-6401-5	2019	Evaluation of the self-sampling for cervical cancer screening in Bolivia.	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_30804036	30804036	10.1136/bmjopen-2018-026887	2019	Prospective cohort study examining cervical cancer screening methods in HIV-positive and HIV-negative Cambodian Women: a	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	direct_colposcopy	other				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_30807869	30807869	10.1016/j.ijid.2019.02.022	2019	hrHPV prevalence and type distribution in rural Zimbabwe: A community-based self-collection study using near-point-of-ca	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	other				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Community-based cross-sectional study (N=643) in Zimbabwe.	...implemented a community-based cross-sectional study ... The hrHPV prevalence was 17%.
PMID_30874477	30874477	10.1089/jwh.2018.7141	2019	Predictors of Cervical Cancer Screening Among Infrequently Screened Women Completing Human Papillomavirus Self-Collectio	United States	HIC	never_screened		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	observational				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_30994102	30994102	10.4269/ajtmh.19-0045	2019	Feasibility, Acceptability, and Accuracy of Vaginal Self-Sampling for Screening Human Papillomavirus Types in Women from	UNK	UNK	other		other	unk	unk	unk	Y	DNA	cytology	other				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Feasibility study with 133 participants in Senegal.	Vaginal swabs were collected from 133 women... 10.5% of the samples were positive.
PMID_31002831	31002831	10.1016/j.jviromet.2019.04.015	2019	Increased HPV detection by the use of a pre-heating step on vaginal self-samples analysed by Aptima HPV assay.	UNK	UNK	nonattenders		other	unk	unk	unk	Y	mRNA	unk	other		173.0		N	none		Assay performance/optimization study; no implementation follow-up completion.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31014287	31014287	10.1186/s12885-019-5583-7	2019	Factors associated with low adherence to cervical cancer follow-up retest among HPV+/ cytology negative women: a study i	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31032904	31032904	10.1002/ijc.32374	2019	Increasing participation in cervical screening by targeting long-term nonattenders: Randomized health services study.	UNK	UNK	nonattenders		other	unk	unk	reminders	Y	DNA	direct_colposcopy	individual_RCT	16437.0		8.7	Y	completion_reported	68.3	Directly referred participants: 43/63 attended colposcopy.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31035279	31035279	10.1159/000499373	2019	Self-Collected Samples in Cervical Cancer Screening: Results of HPV and Pap Self-Collected Samples Compared to Physician	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31036707	31036707	10.1136/bmjopen-2018-025388	2019	Cross-sectional study of HPV testing in self-sampled urine and comparison with matched vaginal and cervical samples in w	UNK	UNK	nonattenders		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	direct_colposcopy	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31054907	31054907	10.1016/j.ypmed.2019.04.025	2019	Experience with HPV self-sampling and clinician-based sampling in women attending routine cervical screening in the Neth	Netherlands	HIC	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	unk	individual_RCT				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31074835	31074835	10.1002/ijgo.12859	2019	A community-based, cross-sectional study of hrHPV DNA self-sampling-based cervical cancer screening in rural Karnataka, 	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	unk	program_evaluation				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31114629	31114629	10.1186/s13027-019-0230-0	2019	Prevalence, correlates, and predictive value of high-risk human papillomavirus mRNA detection in a community-based cervi	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	mRNA	direct_colposcopy	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31138174	31138174	10.1186/s12889-019-6810-5	2019	Community-based self-collected human papillomavirus screening in rural Zimbabwe.	UNK	UNK	other		community_outreach	chw_door_to_door	mixed	unk	Y	UNK	cytology	other		82.0	0.0	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31196175	31196175	10.1186/s12905-019-0778-2	2019	Perspectives of women participating in a cervical cancer screening campaign with community-based HPV self-sampling in ru	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	cluster_RCT	120.0			N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31220062	31220062		2019	Acceptability of human papillomavirus self-sampling for cervical-cancer screening in under-screened Māori and Pasifika w	New Zealand	HIC	underscreened_general		other	unk	unk	unk	Y	DNA	cytology	observational		39.0		Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31285661	31285661	10.3747/co.26.4575	2019	Assessing the impact of mailing self-sampling kits for human papillomavirus testing to unscreened non-responder women in	UNK	UNK	nonattenders		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	direct_colposcopy	individual_RCT				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31337647	31337647	10.1158/1940-6207.capr-19-0156	2019	Uptake of Cervical Cancer Screening in Ethiopia by Self-Sampling HPV DNA Compared to Visual Inspection with Acetic Acid:	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	cluster_RCT	2356.0	122.0	5.2	Y	completion_reported	85.0	Out of women positive for high-risk HPV, 122 (85%) attended VIA as follow-up test.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31408474	31408474	10.1371/journal.pone.0220632	2019	HPV self-testing for primary cervical cancer screening in Madagascar: VIA/VILI triage compliance in HPV-positive women.	UNK	UNK	other		other	unk	unk	unk	Y	DNA	unk	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31427275	31427275	10.1158/1940-6207.capr-19-0192	2019	Implementation of HPV-based Cervical Cancer Screening Combined with Self-sampling Using a Midwifery Network Across Rural	UNK	UNK	nonattenders		other	unk	unk	unk	Y	DNA	direct_colposcopy	observational				Y	completion_reported	68.6	Colposcopy referral compliance reported by age group; lowest explicit value was 68.6%.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_31662358	31662358	10.1136/bmjopen-2019-029158	2019	HPV self-sampling acceptability in rural and indigenous communities in Guatemala: a cross-sectional study.	UNK	UNK	other	Indigenous/minority focus	community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Cross-sectional study in 2 rural communities (n=760).	Of 438 ... 94% completed self-collection ... Overall, 19% tested positive.
PMID_31693128	31693128	10.1001/jamanetworkopen.2019.14729	2019	Effect of Mailed Human Papillomavirus Test Kits vs Usual Care Reminders on Cervical Cancer Screening Uptake, Precancer D	United States	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT	9960.0			Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_28530513	28530513	10.1177/0969141317696518	2018	A cluster randomized trial of strategies to increase uptake amongst young women invited for their first cervical screen:	UNK	UNK	nonattenders		other	unk	unk	navigation	Y	UNK	cytology	cluster_RCT	879.0		8.8	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_28866635	28866635	10.1136/sextrans-2017-053235	2018	Acceptability and ease of use of mailed HPV self-collection among infrequently screened women in North Carolina.	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	observational		227.0		N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_28876298	28876298	10.1097/olq.0000000000000681	2018	Mailed Human Papillomavirus Self-Collection With Papanicolaou Test Referral for Infrequently Screened Women in the Unite	United States	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	DNA	cytology	observational		64.0	5.0	Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29136403	29136403	10.1038/bjc.2017.371	2018	High-grade cervical intraepithelial neoplasia in human papillomavirus self-sampling of screening non-attenders.	UNK	UNK	nonattenders		other	unk	unk	unk	Y	UNK	cytology	other		4824.0		Y	referral_only		HPV-positive women were referred for cytology/HPV co-testing; completion not reported.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29197067	29197067	10.1002/ijgo.12415	2018	Cervical cancer screening through human papillomavirus testing in community health campaigns versus health facilities in	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	cluster_RCT	2016.0			N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29302852	29302852	10.1007/s10900-017-0460-2	2018	Acceptability of Self-Sample Human Papillomavirus Testing Among Thai Women Visiting a Colposcopy Clinic.	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29385850	29385850	10.1080/01443615.2017.1379061	2018	Human Papilloma Virus (HPV) self-sampling: do women accept it?	UNK	UNK	other		home_mail	unk	unk	unk	Y	UNK	cytology	observational				N	none			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Acceptability study with 164 clinical self-sampling operations.	A total of 164 women ... performed HPV self-sampling using the Digene HC2 kit.
PMID_29507491	29507491	10.3747/co.25.3916	2018	Completing the cervical screening pathway: Factors that facilitate the increase of self-collection uptake among under-sc	Australia	HIC	never_screened		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29507492	29507492	10.3747/co.25.3915	2018	Self-collection for under-screened women in a National Cervical Screening Program: pilot study.	Australia	HIC	never_screened		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	other				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29523108	29523108	10.1186/s12885-018-4165-4	2018	Preventing cervical cancer using HPV self-sampling: direct mailing of test-kits increases screening participation more than timely opt-in procedures - a randomized controlled trial.	Denmark	HIC	nonattenders		organized_screening	mail_to_home_return_mail	mail	reminders	Y	DNA	cytology	randomized_trial	9791			N	none		Added after final 58-record adjudication; not part of the earlier broad map.	N	N	N		Added after final adjudication of high-risk false-negative records; charted from PubMed abstract-level information.	CORE	Danish randomized effectiveness trial among screening non-attenders comparing direct-mailed/opt-in self-sampling kits with reminder and reporting participation.	Final adjudication based on PubMed abstract evidence and independent review worksheet.
PMID_29569715	29569715	10.1002/ijc.31391	2018	A randomized, controlled trial of two strategies of offering the home-based HPV self-sampling test to non- participants 	UNK	UNK	nonattenders		home_mail	mail_to_home_return_mail	mail	reminders	Y	DNA	cytology	individual_RCT	118.0			Y	completion_reported	88.9	hrHPV-positive participants: 88.9% attended follow-up cytology.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29589991	29589991	10.1080/16549716.2018.1451455	2018	Comparison of patient flow and provider efficiency of two delivery strategies for HPV-based cervical cancer screening in	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	cluster_RCT				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	Time and motion study within an active screening trial.	...data for patients screened ... 12 communities in rural Migori County, Kenya.
PMID_29594933	29594933	10.1007/s11606-018-4404-z	2018	HPV Self-Sampling for Cervical Cancer Screening Among Ethnic Minority Women in South Florida: a Randomized Trial.	United States	HIC	migrant_minority		community_outreach	chw_door_to_door	mixed	navigation	Y	UNK	cytology	individual_RCT				N	none		Reported cervical screening completion, not post-positive follow-up completion.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	RCT of CHW-led self-sampling (N=601) in South Florida.	Of the 601 women enrolled ... 160 of 207 (77%) completed cervical cancer screening.
PMID_29686981	29686981	10.3389/fpubh.2018.00077	2018	Self-Sampling for Human Papillomavirus Testing: Increased Cervical Cancer Screening Participation and Incorporation in I	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29801496	29801496	10.1186/s12913-018-3195-6	2018	Cost of HPV screening at community health campaigns (CHCs) and health clinics in rural Kenya.	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	individual_RCT				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29958860	29958860	10.1016/j.ypmed.2018.06.017	2018	Acceptability of self-sampling and human papillomavirus testing among non-attenders of cervical cancer screening program	UNK	UNK	nonattenders		other	unk	unk	unk	Y	UNK	cytology	other		2019.0		N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29970063	29970063	10.1186/s12905-018-0586-0	2018	Evaluating a community-based cervical cancer screening strategy in Western Kenya: a descriptive study.	UNK	UNK	other		home_mail	unk	unk	reminders	Y	DNA	cytology	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
PMID_29995217	29995217	10.1007/s10552-018-1055-7	2018	A randomized trial of mailed HPV self-sampling for cervical cancer screening among ethnic minority women in South Florid	United States	HIC	migrant_minority		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	individual_RCT				N	none		81.0% was HPV self-sampling completion, not clinical follow-up after a positive result.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	RCT of self-sampling delivery (N=600).	In intent-to-treat analyses, 71.6% ... and 81.0% ... completed HPV self-sampling.
PMID_30036381	30036381	10.1371/journal.pone.0201262	2018	Self-sampling coupled to the detection of HPV 16 and 18 E6 protein: A promising option for detection of cervical maligna	UNK	UNK	other		other	unk	unk	unk	Y	UNK	direct_colposcopy	other				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.	CORE	extractable_implementation_or_cascade_result	
