record_id	pmid	doi	year	title_short	country_or_region	income_level	target_population	target_population_notes	setting	delivery_model	return_channel	followup_support	self_sampling_confirmed	assay_type	triage_pathway	design	n_invited	n_participated	uptake_pct	followup_closure_reported	followup_reporting_level	followup_completion_pct	followup_notes	equity_stratified_results_reported	acceptability_reported	cost_reported	key_barriers_facilitators	limitations
PMID_28427086	28427086	10.1038/bjc.2017.111	2017	Self-sampling to improve cervical cancer screening coverage in Switzerland: a randomised controlled trial.	UNK	UNK	other		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	direct_colposcopy	individual_RCT	331.0			Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28579497	28579497	10.1016/j.ypmed.2017.05.021	2017	High-risk human papillomavirus detection in self-sampling compared to physician-taken smear in a responder population of	Netherlands	HIC	nonattenders		other	unk	unk	unk	Y	DNA	cytology	program_evaluation	2015.0			Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28589548	28589548	10.1002/ijgo.12204	2017	A pilot study of community-based self-sampling for HPV testing among non-attenders of cervical cancer screening programs	UNK	UNK	nonattenders		home_mail	mail_to_home_return_mail	mail	unk	Y	DNA	unk	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28631511	28631511	10.1080/01443615.2017.1323197	2017	Self-collected cervicovaginal sampling for site-of-care primary HPV-based cervical cancer screening: a pilot study in a 	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	direct_colposcopy	observational		100.0	0.0	Y	referral_only		HPV-positive women were referred to colposcopy; attendance/completion not reported.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28724543	28724543	10.1136/bmjopen-2017-016309	2017	Cervical cancer screening in rural Bhutan with the careHPV test on self-collected samples: an ongoing cross-sectional, p	UNK	UNK	never_screened		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational	3648.0	71.0	1.0	Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28724554	28724554	10.1128/jcm.00550-17	2017	Prevalence of Human Papillomavirus in Self-Taken Samples from Screening Nonattenders.	UNK	UNK	nonattenders		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	other		632.0		Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28769590	28769590	10.2147/cmar.s139945	2017	Exploring the acceptability of human papillomavirus self-sampling among Muslim immigrant women.	Canada	HIC	migrant_minority		other	unk	unk	unk	Y	UNK	cytology	observational				N	none			Y	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28804083	28804083	10.1353/hpu.2017.0102	2017	Vaginal Infections in Haitian Immigrant Women Living in Miami, Florida.	United States	HIC	migrant_minority		other	unk	unk	unk	Y	UNK	cytology	other				N	none			Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28864487	28864487	10.1136/bmjopen-2017-017384	2017	Self-administered versus provider-directed sampling in the Anishinaabek Cervical Cancer Screening Study (ACCSS): a quali	Canada	HIC	underscreened_general		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	cluster_RCT				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28879068	28879068	10.1016/j.pmedr.2016.12.014	2017	Self-collected vaginal swabs for HPV screening: An exploratory study of rural Black Mississippi women.	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_28950841	28950841	10.1186/s12905-017-0448-1	2017	Self-collected vaginal sampling for the detection of genital human papillomavirus (HPV) using careHPV among Ghanaian women.	Ghana	LMIC	other		clinic	clinic_pickup_return_clinic	clinic	unk	Y	DNA	unk	diagnostic_validation				N	none			N	Y	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_29094082	29094082	10.1200/jgo.2016.005629	2017	Acceptability of Human Papillomavirus Self-Sampling for Cervical Cancer Screening in an Indigenous Community in Guatemal	UNK	UNK	other	Indigenous/minority focus	community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	individual_RCT				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_29121873	29121873	10.1186/s12885-017-3723-5	2017	Barriers to HPV self-sampling and cytology among low-income indigenous women in rural areas of a middle-income setting: 	UNK	UNK	other	Indigenous/minority focus	home_mail	unk	unk	unk	Y	UNK	cytology	observational				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_29208043	29208043	10.1186/s13104-017-3045-3	2017	Self-sampling for human papillomavirus testing among rural young women of KwaZulu-Natal, South Africa.	UNK	UNK	other		other	unk	unk	unk	Y	DNA	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_29273032	29273032	10.1186/s12905-017-0490-z	2017	Self-sampling for human papillomavirus DNA detection: a preliminary study of compliance and feasibility in BOLIVIA.	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25730587	25730587	10.1097/ncc.0000000000000241	2016	Evaluation of the Impact of Human Papillomavirus DNA Self-sampling on the Uptake of Cervical Cancer Screening.	Hong Kong	HIC	underscreened_general		community_clinic	clinic_pickup_return_clinic	clinic	unk	Y	DNA	cytology	crossover_randomized_trial				N	none			N	Y	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_26248549	26248549	10.1136/jech-2015-205851	2016	Age-specific performance of careHPV versus Papanicolaou and visual inspection of cervix with acetic acid testing in a pr	UNK	UNK	other		other	unk	unk	unk	Y	DNA	cytology	other	7761.0			N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26265118	26265118	10.1111/jrh.12136	2016	Barriers and Facilitators to Cervical Cancer Screening Among Women in Rural Ontario, Canada: The Role of Self-Collected 	Canada	HIC	rural_low_access	rural under-screened	community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	other				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26421807	26421807	10.1002/ijc.29877	2016	Effectiveness of novel, lower cost molecular human papillomavirus-based tests for cervical cancer screening in rural chi	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	direct_colposcopy	individual_RCT				Y	referral_only		Diagnostic performance study with baseline and one-year procedures; no HPV-positive follow-up completion denominator reported.	N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26598955	26598955	10.1089/jwh.2015.5348	2016	Randomized Intervention of Self-Collected Sampling for Human Papillomavirus Testing in Under-Screened Rural Women: Uptak	Canada	HIC	rural_low_access	rural under-screened	home_mail	unk	unk	reminders	Y	UNK	cytology	individual_RCT		37.0	1.0	N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26723863	26723863	10.1016/j.jfma.2015.10.014	2016	Self-sampling HPV test in women not undergoing Pap smear for more than 5 years and factors associated with under-screeni	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	direct_colposcopy	individual_RCT	2010.0	2012.0	5.0	Y	referral_only			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26850941	26850941	10.1002/ijc.30031	2016	Home-based HPV self-sampling improves participation by never-screened and under-screened women: Results from a large ran	Australia	HIC	never_screened		home_mail	mail_to_home_return_mail	mail	reminders	Y	DNA	direct_colposcopy	individual_RCT	20.0	1649.0	2.7	Y	completion_reported	62.2	HPV16/18-positive participants: 28/45 had colposcopy; other hrHPV pathway reported 82.1% Pap testing.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26890012	26890012	10.1089/jwh.2015.5469	2016	Acceptability and Feasibility of Human Papilloma Virus Self-Sampling for Cervical Cancer Screening.	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	other				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26890683	26890683	10.1097/lgt.0000000000000188	2016	Introducing a High-Risk HPV DNA Test Into a Public Sector Screening Program in El Salvador.	UNK	UNK	underscreened_general		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	direct_colposcopy	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26919866	26919866	10.1177/0969141315625702	2016	HPV self-sampling in Japanese women: A feasibility study in a population with limited experience of tampon use.	UNK	UNK	nonattenders		other	unk	unk	unk	Y	UNK	cytology	other				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26979237	26979237	10.1186/s12885-016-2246-9	2016	Self-sampling in cervical cancer screening: comparison of a brush-based and a lavage-based cervicovaginal self-sampling 	UNK	UNK	other		other	unk	unk	reminders	Y	UNK	unk	individual_RCT	2013.0	6045.0	1.7	N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26985849	26985849	10.5694/mja15.00912	2016	Impact of HPV sample self-collection for underscreened women in the renewed Cervical Screening Program.	Australia	HIC	underscreened_general		other	unk	unk	unk	Y	UNK	cytology	other				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26991464	26991464	10.1002/ijc.30090	2016	The clinical value of HPV genotyping in triage of women with high-risk-HPV-positive self-samples.	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	individual_RCT	520.0			Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27015435	27015435	10.1016/j.jcv.2016.02.027	2016	Genotyping and follow-up of HR-HPV types detected by self-sampling in women from low socioeconomic groups not participat	France	HIC	other		other	unk	unk	unk	Y	UNK	cytology	other		4245.0	8.7	Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27073929	27073929	10.1371/journal.pone.0151978	2016	Self-Sampling for Human Papillomavirus Testing among Non-Attenders Increases Attendance to the Norwegian Cervical Cancer	UNK	UNK	nonattenders		home_mail	unk	unk	reminders	Y	DNA	cytology	individual_RCT		33.0	3.4	Y	completion_reported	94.1	hrHPV-positive self-sampling subgroup: 32/34 attended follow-up.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27076663	27076663	10.1128/jcm.00529-16	2016	Field Evaluation of Xpert HPV Point-of-Care Test for Detection of Human Papillomavirus Infection by Use of Self-Collecte	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	program_evaluation				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27161432	27161432	10.1016/j.canep.2016.04.013	2016	Human papillomavirus prevalence and type-specific distribution of high- and low-risk genotypes among Malagasy women livi	UNK	UNK	other		other	unk	unk	unk	Y	DNA	cytology	other				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27188273	27188273	10.1136/sextrans-2015-052397	2016	Vaginal high-risk human papillomavirus infection in a cross-sectional study among women of six different ethnicities in 	Netherlands	HIC	migrant_minority		other	unk	unk	unk	Y	DNA	cytology	observational				N	none			Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27268612	27268612		2016	Knowledge and Attitudes of Bangkok Metropolitan Women towards HPV and Self-Sampled HPV Testing.	UNK	UNK	other		other	unk	unk	unk	Y	UNK	unk	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27444141	27444141	10.1111/phn.12285	2016	Provider-Identified Barriers to Cervical Cancer Screening and Perceptions Toward Self-Collection of Human Papillomavirus	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	unk	observational			27.0	N	none			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27446557	27446557	10.3892/mco.2016.926	2016	Control of cervical cancer in Peru: Current barriers and challenges for the future.	UNK	UNK	other		other	unk	unk	reminders	Y	DNA	cytology	other				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27459506	27459506	10.1080/14737159.2016.1217157	2016	Management of high-risk HPV-positive women for detection of cervical (pre)cancer.	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	direct_colposcopy	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27538390	27538390	10.1186/s12889-016-3474-2	2016	HPV testing: a mixed-method approach to understand why women prefer self-collection in a middle-income country.	UNK	UNK	nonattenders		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27557928	27557928	10.1186/s12889-016-3564-1	2016	Muslim immigrant women's views on cervical cancer screening and HPV self-sampling in Ontario, Canada.	Canada	HIC	migrant_minority		home_mail	unk	unk	unk	Y	UNK	cytology	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27632816	27632816	10.3310/hta20680	2016	A cluster randomised trial of strategies to increase cervical screening uptake at first invitation (STRATEGIC).	UNK	UNK	nonattenders		primary_care	clinic_pickup_return_clinic	in_person	navigation	Y	UNK	cytology	cluster_RCT		10126.0	1.3	N	none			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27855089	27855089	10.1136/bmjopen-2016-011754	2016	Community-randomised controlled trial embedded in the Anishinaabek Cervical Cancer Screening Study: human papillomavirus	Canada	HIC	underscreened_general		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	cluster_RCT			5.0	N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_27867262	27867262	10.1080/09581596.2015.1067671	2016	Colonial legacy and the experience of First Nations women in cervical cancer screening: a Canadian multi-community study	Canada	HIC	other	Indigenous/minority focus	community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24923998	24923998	10.1002/ijc.29026	2015	Comparative performance of novel self-sampling methods in detecting high-risk human papillomavirus in 30,130 women not a	UNK	UNK	nonattenders		other	unk	unk	unk	Y	DNA	direct_colposcopy	individual_RCT		5218.0		Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25148227	25148227	10.1097/lgt.0000000000000051	2015	Feasibility of at-home self-sampling for HPV testing as an appropriate screening strategy for nonparticipants in Switzer	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25284599	25284599	10.1002/ijc.29250	2015	Effectiveness of a two-stage strategy with HPV testing followed by visual inspection with acetic acid for cervical cance	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	individual_RCT				N	none			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25358741	25358741	10.1007/s10903-014-0125-5	2015	Feasibility of Cervical Cancer Screening Utilizing Self-sample Human Papillomavirus Testing Among Mexican Immigrant Wome	UNK	UNK	migrant_minority		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	other				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25403717	25403717	10.1177/0969141314558785	2015	A randomized controlled trial in non-responders from Newcastle upon Tyne invited to return a self-sample for Human Papil	UNK	UNK	nonattenders		home_mail	mail_to_home_return_mail	mail	unk	Y	DNA	cytology	individual_RCT	6000.0	411.0	6.8	Y	completion_reported	59.4	The reported 19/32 follow-up completion refers to attendance for cytology triage after an hrHPV-positive self-sample.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25432954	25432954	10.1158/1055-9965.epi-14-0998	2015	Offering Self-Sampling to Non-Attendees of Organized Primary HPV Screening: When Do Harms Outweigh the Benefits?	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	other				N	none		Model-based evaluation; no empirical post-positive follow-up completion.	N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25468050	25468050	10.1016/j.ijgo.2014.09.016	2015	Pairing community health workers with HPV self-sampling for cervical cancer prevention in rural Haiti.	UNK	UNK	other		home_mail	unk	unk	unk	Y	DNA	cytology	observational				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25617202	25617202	10.1016/s2214-109x(14)70354-7	2015	Effect of self-collection of HPV DNA offered by community health workers at home visits on uptake of screening for cervi	UNK	UNK	other		community_outreach	chw_door_to_door	mixed	unk	Y	DNA	unk	cluster_RCT	200.0			N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25633037	25633037	10.1038/bjc.2015.11	2015	Self-sampling to increase participation in cervical cancer screening: an RCT comparing home mailing, distribution in pha	UNK	UNK	other		home_mail	mail_to_home_return_mail	mail	reminders	Y	DNA	cytology	individual_RCT	41.0		60.0	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25653188	25653188	10.1002/cam4.429	2015	Cervical cancer screening with clinic-based Pap test versus home HPV test among Somali immigrant women in Minnesota: a p	United States	HIC	migrant_minority		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	individual_RCT				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25674016	25674016	10.2147/ijwh.s56307	2015	Education efforts may contribute to wider acceptance of human papillomavirus self-sampling.	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25684487	25684487	10.7314/apjcp.2015.16.2.559	2015	Assessment of the reliability of a novel self-sampling device for performing cervical sampling in Malaysia.	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	cytology	individual_RCT				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25713024	25713024	10.1158/1055-9965.epi-14-1417	2015	Offering Self-Sampling Kits for HPV Testing to Reach Women Who Do Not Attend in the Regular Cervical Cancer Screening Pr	Netherlands	HIC	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	other				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25742805	25742805	10.1177/0969141315573345	2015	Consultation rates in cervical screening non-attenders: opportunities to increase screening uptake in GP primary care.	UNK	UNK	nonattenders		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	other				N	none		Reported GP consultation rates among non-attenders; no self-sampling follow-up completion.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25985991	25985991	10.1186/s12885-015-1411-x	2015	Concordance analysis of methylation biomarkers detection in self-collected and physician-collected samples in cervical n	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	other				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26026733	26026733	10.1016/j.ygyno.2015.05.028	2015	Acceptability of self-sample human papillomavirus testing among medically underserved women visiting the emergency depar	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26028338	26028338	10.1071/sh14236	2015	Women's views on human papillomavirus self-sampling: focus groups to assess acceptability, invitation letters and a test	Australia	HIC	never_screened		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	other				Y	referral_only			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26031572	26031572	10.1111/tmi.12549	2015	Uptake of community-based, self-collected HPV testing vs. visual inspection with acetic acid for cervical cancer screening in Kampala, Uganda: preliminary results of a randomised controlled trial.	Uganda	LMIC	rural_low_access		community_outreach	outreach_event_distribution	phone_clinic	referral	Y	DNA	VIA	randomized_trial	500	250	99.6	Y	completion_reported		Reports referral and treatment rates in abstract.	N	Y	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_26060041	26060041	10.1186/s12905-015-0206-1	2015	Effect of vaginal self-sampling on cervical cancer screening rates: a community-based study in Newfoundland.	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational			9.5	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26242529	26242529	10.7196/samj.8418	2015	The Vaccine and Cervical Cancer Screen (VACCS) project: Linking cervical cancer screening to HPV vaccination in the South-West District of Tshwane, Gauteng, South Africa.	South Africa	LMIC	rural_low_access		school_community	outreach_event_distribution	school_community	education_navigation	Y	DNA	unk	implementation_project	1654			N	none			N	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_26294825	26294825	10.7196/samj.8888	2015	The Vaccine and Cervical Cancer Screen project 2 (VACCS 2): Linking cervical cancer screening to a two-dose HPV vaccination schedule in the South-West District of Tshwane, Gauteng, South Africa.	South Africa	LMIC	rural_low_access		school_community	outreach_event_distribution	school_community	education_navigation	Y	DNA	unk	implementation_project	965			N	none			N	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_26462184	26462184	10.1097/olq.0000000000000365	2015	Community-Based Screening for Cervical Cancer: A Feasibility Study of Rural Appalachian Women.	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	navigation	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26462192	26462192	10.1097/olq.0000000000000345	2015	Vaginal Self-Sampling for Human Papillomavirus Infection as a Primary Cervical Cancer Screening Tool in a Haitian Popula	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	direct_colposcopy	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26536865	26536865	10.1186/s12885-015-1804-x	2015	Women's experience with home-based self-sampling for human papillomavirus testing.	Australia	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	observational		1521.0		Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26542953	26542953	10.1186/s12905-015-0261-7	2015	The costs of offering HPV-testing on self-taken samples to non-attendees of cervical screening in Finland.	UNK	UNK	other		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	direct_colposcopy	other				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26745108	26745108	10.7314/apjcp.2015.16.18.8495	2015	Comparative Assessment of a Self-sampling Device and Gynecologist Sampling for Cytology and HPV DNA Detection in a Rural	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	other				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_26957962	26957962	10.4314/ahs.v15i3.8	2015	Acceptability of self-collected vaginal samples for HPV testing in an urban and rural population of Madagascar.	UNK	UNK	other		other	unk	unk	unk	Y	UNK	unk	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24125753	24125753	10.1016/j.ygyno.2013.10.008	2014	Self-collecting a cervico-vaginal specimen for cervical cancer screening: an exploratory study of acceptability among me	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	navigation	Y	DNA	cytology	other				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24522235	24522235	10.1016/j.canep.2014.01.004	2014	Comparison of HPV genotypes and viral load between different sites of genital tract: the significance for cervical cance	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	unk	other				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24529697	24529697	10.1016/s1470-2045(14)70019-1	2014	Triage by methylation-marker testing versus cytology in women who test HPV-positive on self-collected cervicovaginal spe	Netherlands	HIC	other		other	unk	unk	unk	Y	DNA	direct_colposcopy	individual_RCT	819.0	46001.0		Y	referral_only		Triage-positive women were referred for colposcopy; attendance/completion not reported.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24575872	24575872	10.1111/1471-0528.12646	2014	Clinical determinants of a positive visual inspection after treatment with acetic acid for cervical cancer screening.	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	individual_RCT				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24598044	24598044	10.1586/14737159.2014.893829	2014	Arguments in favor of HPV testing for cervical screening and post-treatment CIN2+ monitoring.	Netherlands	HIC	other		other	unk	unk	unk	Y	UNK	cytology	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24668335	24668335	10.1634/theoncologist.2013-0340	2014	Current cervical cancer screening knowledge, awareness, and practices among U.S. affiliated pacific island providers: op	United States	HIC	other	Indigenous/minority focus	primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24671789	24671789	10.1128/jcm.03432-13	2014	Optimal positive cutoff points for careHPV testing of clinician- and self-collected specimens in primary cervical cancer	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	other				N	none			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24736093	24736093	10.1016/j.ypmed.2014.04.011	2014	Reasons for non-attendance to cervical screening and preferences for HPV self-sampling in Dutch women.	Netherlands	HIC	nonattenders		other	home_mail	unk	unk	Y	UNK	unk	observational	35477.0	9484.0	1.5	N	none		Reported questionnaire/sample return and preferences; no post-positive follow-up completion.	N	Y	N		Curation note: Netherlands program context: received self-sampling device. Originally labeled as unk.
PMID_24880188	24880188	10.1016/j.ijgo.2014.02.026	2014	Acceptability of self-collected versus provider-collected sampling for HPV DNA testing among women in rural El Salvador.	UNK	UNK	rural_low_access	rural under-screened	home_mail	unk	unk	unk	Y	UNK	unk	individual_RCT				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_24978811	24978811	10.1371/journal.pone.0101255	2014	Assessment of high-risk human papillomavirus infections using clinician- and self-collected cervical sampling methods in	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	mRNA	cytology	observational				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25032730	25032730	10.1038/bjc.2014.392	2014	DNA methylation analysis in self-sampled brush material as a triage test in hrHPV-positive women.	UNK	UNK	nonattenders		other	unk	unk	unk	Y	DNA	cytology	other				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25120228	25120228	10.1007/s10900-014-9931-x	2014	Perceptions of mailed HPV self-testing among women at higher risk for cervical cancer.	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	observational				Y	referral_only			Y	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_25247320	25247320	10.1038/bjc.2014.510	2014	Vaginal self-sampling is a cost-effective way to increase participation in a cervical cancer screening programme: a rand	UNK	UNK	other		home_mail	unk	unk	reminders	Y	UNK	cytology	individual_RCT				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
