pmid	doi	pmcid	title	journal	year	first_author	url
40952305	10.31557/apjcp.2025.26.9.3469	PMC12882021	The Utilization of Human Papillomavirus Testing for Cervical Cancer Screening in Thailand: A Comparison of Screening with and without Self-sampling Samples.	Asian Pacific journal of cancer prevention : APJCP	2025	Jetdapan Suwantaroj	https://pubmed.ncbi.nlm.nih.gov/40952305/
40950939	10.1016/j.pmedr.2025.103222	PMC12424416	A United States study of self-collected urine vs clinician-collected cervical sample for HPV and cervical intraepithelial neoplasia grade two or worse detection: Cross-sectional agreement and diagnostic accuracy study.	Preventive medicine reports	2025	Alisa P Young	https://pubmed.ncbi.nlm.nih.gov/40950939/
40945403	10.1016/j.gaceta.2025.102522		[Implementation of population-based self-sampling cervical cancer screening. Pilot study in the Valencian Community].	Gaceta sanitaria	2025	María Besó Delgado	https://pubmed.ncbi.nlm.nih.gov/40945403/
40943384	10.3390/ijms26178463	PMC12429327	Cervical Cancer in the Era of HPV: Translating Molecular Mechanisms into Preventive Public Health Action.	International journal of molecular sciences	2025	Lidia Boldeanu	https://pubmed.ncbi.nlm.nih.gov/40943384/
40934859	10.1016/j.ygyno.2025.08.018		EUROArray HPV test accuracy for cervical precancer in self- vs. clinician-collected samples using the VALHUDES protocol.	Gynecologic oncology	2025	Eef van den Borst	https://pubmed.ncbi.nlm.nih.gov/40934859/
40934187	10.1371/journal.pone.0324575	PMC12425210	Exploring the roles of male partners in the transmission, prevention and control of cervical cancer in Central Kenya: A qualitative study.	PloS one	2025	John H Mwangi	https://pubmed.ncbi.nlm.nih.gov/40934187/
40929021	10.1371/journal.pgph.0004800	PMC12422512	HPV knowledge and non-adherence to cervical cancer screening before and following the COVID-19 pandemic in the United States.	PLOS global public health	2025	Mariah Malak Bilalaga	https://pubmed.ncbi.nlm.nih.gov/40929021/
40927032	10.1177/26884844251371093	PMC12415163	Improving Communication and Management Following a Positive Home HPV Self-Sampling Result: Comparing Intervention Strategies Between the HOME and STEP Trials.	Women's health reports (New Rochelle, N.Y.)	2025	Jasmin A Tiro	https://pubmed.ncbi.nlm.nih.gov/40927032/
40922606	10.4102/phcfm.v17i1.4976	PMC12421780	Health system constraints in cervical cancer prevention in rural Namibia: A qualitative study.	African journal of primary health care & family medicine	2025	Elizabeth K Ndakukamo	https://pubmed.ncbi.nlm.nih.gov/40922606/
40920594	10.1177/15409996251374587		A Scoping Review of Women with Physical Disabilities and Cervical Cancer Screening.	Journal of women's health (2002)	2025	Diane M Harper	https://pubmed.ncbi.nlm.nih.gov/40920594/
40908766	10.1002/ijgo.70277	PMC12411820	Cancer of the cervix uteri: 2025 update.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2025	Neerja Bhatla	https://pubmed.ncbi.nlm.nih.gov/40908766/
40901236	10.7759/cureus.89250	PMC12401479	Comparison of Self-Collected Versus Clinician-Collected Human Papillomavirus (HPV) Sampling for Cervical Cancer Screening: A Pilot Study in the United Arab Emirates.	Cureus	2025	Shalini Fernandes	https://pubmed.ncbi.nlm.nih.gov/40901236/
40900483	10.17843/rpmesp.2025.422.14372	PMC12377880	Frequency and factors associated with the preference for self-testing for human papillomavirus detection.	Revista peruana de medicina experimental y salud publica	2025	María A Rosas-Mendoza	https://pubmed.ncbi.nlm.nih.gov/40900483/
40895516	10.1016/j.eclinm.2025.103357	PMC12399199	Impact of mode of offer of self-sampling to people overdue cervical screening on screening participation: a randomised controlled trial.	EClinicalMedicine	2025	Anita W W Lim	https://pubmed.ncbi.nlm.nih.gov/40895516/
40895387	10.3389/ijph.2025.1608716	PMC12391886	The CHESS Protocol: A Mixed-Methods Evaluation of an HPV Screening Intervention for Women Living With HIV in Nigeria.	International journal of public health	2025	Olabanjo Ogunsola	https://pubmed.ncbi.nlm.nih.gov/40895387/
40893812	10.25122/jml-2025-0099	PMC12393556	Cervical cancer screening in Europe and Romania: a review of policies, progress, and persistent disparities.	Journal of medicine and life	2025	Gabriel Marian Saveliev	https://pubmed.ncbi.nlm.nih.gov/40893812/
40892862	10.1371/journal.pgph.0005149	PMC12404364	The acceptability, safety, and performance of primary cervical screening through self-collected vaginal samples in an urban teaching hospital antenatal clinic setting.	PLOS global public health	2025	Su Pei Khoo	https://pubmed.ncbi.nlm.nih.gov/40892862/
40887108	10.1136/bmjgh-2025-019041	PMC12406914	The role of non-medical providers in increasing access to cervical screening: a scoping review.	BMJ global health	2025	Monjura Nisha	https://pubmed.ncbi.nlm.nih.gov/40887108/
40870920	10.3390/diagnostics15162066	PMC12385389	Screening for Cervical Cancer and Early Treatment (SCCET) Project-The Programmatic Data of Romanian Experience in Primary Screening for High-Risk HPV DNA.	Diagnostics (Basel, Switzerland)	2025	Gabriel Marian Saveliev	https://pubmed.ncbi.nlm.nih.gov/40870920/
40878946	10.1097/lgt.0000000000000907		Feasibility and Acceptability of Human Papillomavirus Based Self-sampling in Underserved Minorities in the United States: A Scoping Review.	Journal of lower genital tract disease	2025	Joyce Zhang	https://pubmed.ncbi.nlm.nih.gov/40878946/
40877387	10.1038/s41598-025-15957-y	PMC12394452	Assessing the feasibility of HPV screening for cervical cancer in pregnant women in Ethiopia.	Scientific reports	2025	Selamawit Mekuria	https://pubmed.ncbi.nlm.nih.gov/40877387/
40864371	10.1007/s10552-025-02056-6	PMC12630240	Group concept mapping to develop a salon-based HPV self-collection intervention.	Cancer causes & control : CCC	2025	Kelly N B Palmer	https://pubmed.ncbi.nlm.nih.gov/40864371/
40846731	10.1038/s41598-025-16248-2	PMC12373749	Southern Vietnamese women's views on HPV vaccination, cervical cancer screening, and HPV self-sampling.	Scientific reports	2025	Minh Tung Phung	https://pubmed.ncbi.nlm.nih.gov/40846731/
40853784	10.1080/03630242.2025.2550649		Women's acceptability of HPV self-collection in a healthcare setting following FDA approval in the United States.	Women & health	2025	Najhee L Purdy	https://pubmed.ncbi.nlm.nih.gov/40853784/
40850293	10.1016/j.vaccine.2025.127632		Impact of HPV vaccination on the incidence and clearance of HPV infections in sexually active young women.	Vaccine	2025	Pareesa Kassam	https://pubmed.ncbi.nlm.nih.gov/40850293/
40848138	10.1007/s10552-025-02049-5	PMC12630182	Knowledge of human papillomavirus and self-sampling, including vaccination practices among female students in Free State, South Africa.	Cancer causes & control : CCC	2025	Teboho Amelia Tiiti	https://pubmed.ncbi.nlm.nih.gov/40848138/
40844094	10.25259/ijmr_1770_2024	PMC12550441	HPV-DNA testing from self-sampled menstrual blood using M-strip: A proof-of-concept study on feasibility & acceptance of a novel biosampling method.	The Indian journal of medical research	2025	Somesh Chandra	https://pubmed.ncbi.nlm.nih.gov/40844094/
40832398	10.1101/2025.08.12.25333540	PMC12363717	ACT 2 Clinical Trial Design: Acceptability and Feasibility of Combination Treatment for Cervical Precancer Among South African Women Living with HIV.	medRxiv : the preprint server for health sciences	2025	Carla J Chibwesha	https://pubmed.ncbi.nlm.nih.gov/40832398/
40832106	10.3389/fmed.2025.1580665	PMC12358958	Building the foundations for an organized population-based cervical cancer screening program with primary HPV self-sampling in Catalonia, Spain: findings from a pilot implementation study.	Frontiers in medicine	2025	Paula Peremiquel-Trillas	https://pubmed.ncbi.nlm.nih.gov/40832106/
40827881	10.1128/spectrum.01399-25	PMC12502606	HPVPool-Seq: a genotype-guided pooling strategy for cost-effective next-generation sequencing detection of HPV integration in cervical samples.	Microbiology spectrum	2025	Wenyan Guan	https://pubmed.ncbi.nlm.nih.gov/40827881/
40813245	10.9745/ghsp-d-24-00282	PMC12352939	Development of a Cervical Cancer Screening Program in Rural Guatemala.	Global health, science and practice	2025	Taryn McGinn Valley	https://pubmed.ncbi.nlm.nih.gov/40813245/
40809185	10.1080/11287462.2025.2542593	PMC12344718	Informed consent in cervical cancer screening research in Butajira district, Ethiopia.	Global bioethics = Problemi di bioetica	2025	Lidya Genene Abebe	https://pubmed.ncbi.nlm.nih.gov/40809185/
40807187	10.3390/jcm14155569	PMC12347720	The Use of Self-Sampling Devices via a Smartphone Application to Encourage Participation in Cervical Cancer Screening: A Pilot Study.	Journal of clinical medicine	2025	Francesco Plotti	https://pubmed.ncbi.nlm.nih.gov/40807187/
40790302	10.1038/s41467-025-62589-x	PMC12339972	AI-assisted cervical cytology precancerous screening for high-risk population in resource-limited regions using a compact microscope.	Nature communications	2025	Jiaxin Bai	https://pubmed.ncbi.nlm.nih.gov/40790302/
40789299	10.1016/s2468-2667(25)00172-0		Cervical screening approach of self-collection, point-of-care HPV testing, and same-day colposcopy among Aboriginal and Torres Strait Islander women in remote Western Australia (the PREVENT Project): an implementation study.	The Lancet. Public health	2025	Aime Powell	https://pubmed.ncbi.nlm.nih.gov/40789299/
40785955	10.4103/jfcm.jfcm_45_25	PMC12331183	The effect of educational intervention program on knowledge and willingness of medical students to take cervical cancer screening and human papillomavirus vaccine: A quasi-experimental study.	Journal of family & community medicine	2025	Noha M A Elsaid	https://pubmed.ncbi.nlm.nih.gov/40785955/
40750852	10.1186/s12889-025-23822-w	PMC12315379	Acceptability, feasibility and appropriateness of integrating HPV self-sampling for cervical cancer screening into voluntary family planning services in Malawi.	BMC public health	2025	Patani Mhango	https://pubmed.ncbi.nlm.nih.gov/40750852/
40739994	10.1177/09691413251362597		Quality indicators for cervical screening in Sweden.	Journal of medical screening	2025	Helena Andersson	https://pubmed.ncbi.nlm.nih.gov/40739994/
40738554	10.1016/s2468-2667(25)00148-3	PMC7618757	Drivers of human papillomavirus vaccine uptake in migrant populations and interventions to improve coverage: a systematic review and meta-analysis.	The Lancet. Public health	2025	Michiyo Iwami	https://pubmed.ncbi.nlm.nih.gov/40738554/
40735948	10.1111/1471-0528.18262		SIP 7: Progress in Cervical Cancer Prevention in the UK (2025 Second Edition).	BJOG : an international journal of obstetrics and gynaecology	2025	L B Ellis	https://pubmed.ncbi.nlm.nih.gov/40735948/
40735691	10.3389/frhs.2025.1595934	PMC12303904	Locally-tailored vs. centrally-administered strategies for implementation of primary human papillomavirus (HPV) screening in an integrated healthcare system: a qualitative research study.	Frontiers in health services	2025	Erin E Hahn	https://pubmed.ncbi.nlm.nih.gov/40735691/
40726443	10.1093/eurpub/ckaf122	PMC12529258	Targeting under-screened women in cervical cancer: combining self-sampling and human papillomavirus testing with a strategic reminder plan.	European journal of public health	2025	Sara da Graça Pereira	https://pubmed.ncbi.nlm.nih.gov/40726443/
40706896	10.1016/j.jogc.2025.103052		The Effect of Self-Sampling or Clinician-Based Sampling on Anxiety in Cervical Cancer Screening Among Women: A Randomized Controlled Trial.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	2025	Ozge Sen	https://pubmed.ncbi.nlm.nih.gov/40706896/
40705442	10.2196/70251	PMC12332448	Design and Validation of a Chatbot-Based Cervical Cancer Screening Decision Aid for Women Experiencing Socioeconomic Disadvantage: User-Centered Approach Study.	JMIR cancer	2025	Alice Le Bonniec	https://pubmed.ncbi.nlm.nih.gov/40705442/
40691200	10.1038/s41598-025-09292-5	PMC12279988	Accuracy and acceptability of self-sampling HPV testing in cervical cancer screening: a population-based study in rural Yunnan, China.	Scientific reports	2025	Rufei Duan	https://pubmed.ncbi.nlm.nih.gov/40691200/
40690458	10.1371/journal.pgph.0003918	PMC12279120	Assessing differences in healthcare access by HIV status to inform cervical cancer and HIV screening in rural Uganda.	PLOS global public health	2025	Mia Sheehan	https://pubmed.ncbi.nlm.nih.gov/40690458/
40686350	10.1177/09691413251358626	PMC12923629	Investigating the acceptability of cervical screening, using conventional clinician-taken cervical samples or urine self-sampling, at 6 weeks postnatal: A cross-sectional questionnaire.	Journal of medical screening	2026	Victoria Cullimore	https://pubmed.ncbi.nlm.nih.gov/40686350/
40679417	10.1128/spectrum.01938-24	PMC12403565	Urinary detection of high-risk HPV DNA to enhance cervical cancer screening in developing countries.	Microbiology spectrum	2025	Novia Syari Intan	https://pubmed.ncbi.nlm.nih.gov/40679417/
40674748	10.1097/aog.0000000000006003	PMC12276834	Implementation of Human Papillomavirus Self-Collection and Barriers to Follow-Up Among Unhoused Individuals in Texas: The EMPOWER Study.	Obstetrics and gynecology	2025	Parisa N Fallah	https://pubmed.ncbi.nlm.nih.gov/40674748/
40666143	10.3389/fpubh.2025.1557678	PMC12259585	A study of HPV self-sampling by female residents in communities of Zhengzhou, Henan Province, China: a cross-sectional observational study.	Frontiers in public health	2025	Zhe Yang	https://pubmed.ncbi.nlm.nih.gov/40666143/
40662592	10.1097/olq.0000000000002221	PMC12476200	A Narrative Review of Urine-Based Human Papillomavirus Screening: Performance, Challenges, and Opportunities to Expand Access in the United States.	Sexually transmitted diseases	2025	Lily Yang	https://pubmed.ncbi.nlm.nih.gov/40662592/
40647371	10.3390/cancers17132072	PMC12249097	Screening for Cervical Cancer: A Comprehensive Review of Guidelines.	Cancers	2025	Evgenia Zampaoglou	https://pubmed.ncbi.nlm.nih.gov/40647371/
40629046	10.1038/s41416-025-03102-5	PMC12405571	HPValidate-human papillomavirus testing with DNA and mRNA assays on self-collected samples in cervical screening: comparison of test characteristics on three self-sampling devices.	British journal of cancer	2025	Christopher S Mathews	https://pubmed.ncbi.nlm.nih.gov/40629046/
40627870	10.1016/j.vaccine.2025.127405	PMC12447088	HPV burden in Armenia among unvaccinated women: a series of cross-sectional population-based prevalence surveys.	Vaccine	2025	Iacopo Baussano	https://pubmed.ncbi.nlm.nih.gov/40627870/
40627810	10.1021/acsnano.5c04309		Deep Learning-Enhanced Hand-Driven Spatial Encoding Microfluidics for Multiplexed Molecular Testing at Home.	ACS nano	2025	Ying Zhang	https://pubmed.ncbi.nlm.nih.gov/40627810/
40614682	10.1016/j.jiph.2025.102857		Concentrated urine as an alternative to cervical smear samples enabling easy screening of HPV in large populations.	Journal of infection and public health	2025	Neval Yurttutan Uyar	https://pubmed.ncbi.nlm.nih.gov/40614682/
