pmid	doi	pmcid	title	journal	year	first_author	url
30651294	10.1158/1940-6207.capr-18-0419	PMC7285814	Participation in Cervical Screening by Self-collection, Pap, or a Choice of Either in Brazil.	Cancer prevention research (Philadelphia, Pa.)	2019	Philip E Castle	https://pubmed.ncbi.nlm.nih.gov/30651294/
30627330	10.4314/mmj.v30i2.2	PMC6307066	Feasibility, validity and acceptability of self-collected samples for human papillomavirus (HPV) testing in rural Malawi.	Malawi medical journal : the journal of Medical Association of Malawi	2018	Allahna Esber	https://pubmed.ncbi.nlm.nih.gov/30627330/
30614524	10.1111/ajo.12933		Acceptability of self-taken vaginal HPV sample for cervical screening among an under-screened Indigenous population.	The Australian & New Zealand journal of obstetrics & gynaecology	2019	Anna Adcock	https://pubmed.ncbi.nlm.nih.gov/30614524/
30606132	10.1186/s12889-018-6350-4	PMC6318877	A pilot study to evaluate home-based screening for the common non-communicable diseases by a dedicated cadre of community health workers in a rural setting in India.	BMC public health	2019	Partha Basu	https://pubmed.ncbi.nlm.nih.gov/30606132/
30518635	10.1136/bmj.k4823	PMC6278587	Detecting cervical precancer and reaching underscreened women by using HPV testing on self samples: updated meta-analyses.	BMJ (Clinical research ed.)	2018	Marc Arbyn	https://pubmed.ncbi.nlm.nih.gov/30518635/
30518468			[HPV self-sampling for cervical cancer screening in Denmark].	Ugeskrift for laeger	2018	Mette Tranberg	https://pubmed.ncbi.nlm.nih.gov/30518468/
30481121	10.1089/jwh.2018.7070	PMC6444912	Understanding Patients' Perspectives and Information Needs Following a Positive Home Human Papillomavirus Self-Sampling Kit Result.	Journal of women's health (2002)	2019	Jasmin A Tiro	https://pubmed.ncbi.nlm.nih.gov/30481121/
30461597	10.1097/olq.0000000000000944	PMC6370501	Results of a Pilot Study of a Mail-Based Human Papillomavirus Self-Testing Program for Underscreened Women From Appalachian Ohio.	Sexually transmitted diseases	2019	Paul L Reiter	https://pubmed.ncbi.nlm.nih.gov/30461597/
30401612	10.1016/j.whi.2018.09.006	PMC6602585	Perceived Susceptibility to Cervical Cancer among African American Women in the Mississippi Delta: Does Adherence to Screening Matter?	Women's health issues : official publication of the Jacobs Institute of Women's Health	2019	Elena G Gibson	https://pubmed.ncbi.nlm.nih.gov/30401612/
30224859	10.1155/2018/4980396	PMC6129351	Prevalence of Sexually Transmitted Infections among Married Women in Rural Nepal.	Infectious diseases in obstetrics and gynecology	2018	Sunila Shakya	https://pubmed.ncbi.nlm.nih.gov/30224859/
30216191	10.2478/raon-2018-0036	PMC6287183	Randomised trial of HPV self-sampling among non-attenders in the Slovenian cervical screening programme ZORA: comparing three different screening approaches.	Radiology and oncology	2018	Urska Ivanus	https://pubmed.ncbi.nlm.nih.gov/30216191/
30179994	10.1097/lgt.0000000000000430	PMC6174678	Preference for Human Papillomavirus Self-Collection and Papanicolaou: Survey of Underscreened Women in North Carolina.	Journal of lower genital tract disease	2018	Kimberly A Kilfoyle	https://pubmed.ncbi.nlm.nih.gov/30179994/
30161053	10.1097/lgt.0000000000000432		Cervical Cancer Screening for Women With Disabilities: Time for a New Approach?	Journal of lower genital tract disease	2018	Anh Q Nguyen	https://pubmed.ncbi.nlm.nih.gov/30161053/
30138152	10.1097/lgt.0000000000000424		Effect of Educational Intervention on Self-Sampling Acceptability and Follow-Up Paps in Border Dwelling Hispanic Females.	Journal of lower genital tract disease	2018	Jennifer C Molokwu	https://pubmed.ncbi.nlm.nih.gov/30138152/
30108095	10.1158/1055-9965.epi-18-0480		Determinants for Participation in Human Papillomavirus Self-Sampling among Nonattenders to Cervical Cancer Screening in Denmark.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2018	Elise Harder	https://pubmed.ncbi.nlm.nih.gov/30108095/
30036381	10.1371/journal.pone.0201262	PMC6056043	Self-sampling coupled to the detection of HPV 16 and 18 E6 protein: A promising option for detection of cervical malignancies in remote areas.	PloS one	2018	Kátia Luz Torres	https://pubmed.ncbi.nlm.nih.gov/30036381/
29970063	10.1186/s12905-018-0586-0	PMC6029075	Evaluating a community-based cervical cancer screening strategy in Western Kenya: a descriptive study.	BMC women's health	2018	Megan Swanson	https://pubmed.ncbi.nlm.nih.gov/29970063/
29958860	10.1016/j.ypmed.2018.06.017		Acceptability of self-sampling and human papillomavirus testing among non-attenders of cervical cancer screening programs in El Salvador.	Preventive medicine	2018	M Maza	https://pubmed.ncbi.nlm.nih.gov/29958860/
29801496	10.1186/s12913-018-3195-6	PMC5970469	Cost of HPV screening at community health campaigns (CHCs) and health clinics in rural Kenya.	BMC health services research	2018	Jennifer Shen	https://pubmed.ncbi.nlm.nih.gov/29801496/
29783960	10.1186/s12905-018-0559-3	PMC5963066	Performance of OncoE6 cervical test with collection methods enabling self-sampling.	BMC women's health	2018	Amrei Krings	https://pubmed.ncbi.nlm.nih.gov/29783960/
29689311	10.1016/j.pvr.2018.04.005	PMC6026099	Time and temperature dependent analytical stability of dry-collected Evalyn HPV self-sampling brush for cervical cancer screening.	Papillomavirus research (Amsterdam, Netherlands)	2018	Ditte Møller Ejegod	https://pubmed.ncbi.nlm.nih.gov/29689311/
29686981	10.3389/fpubh.2018.00077	PMC5900042	Self-Sampling for Human Papillomavirus Testing: Increased Cervical Cancer Screening Participation and Incorporation in International Screening Programs.	Frontiers in public health	2018	Sarah Gupta	https://pubmed.ncbi.nlm.nih.gov/29686981/
29649936	10.1177/0969141318767471	PMC6262593	Barriers to cervical screening and interest in self-sampling among women who actively decline screening.	Journal of medical screening	2018	Kirsty F Bennett	https://pubmed.ncbi.nlm.nih.gov/29649936/
29594933	10.1007/s11606-018-4404-z	PMC6025679	HPV Self-Sampling for Cervical Cancer Screening Among Ethnic Minority Women in South Florida: a Randomized Trial.	Journal of general internal medicine	2018	Olveen Carrasquillo	https://pubmed.ncbi.nlm.nih.gov/29594933/
29589991	10.1080/16549716.2018.1451455	PMC5912439	Comparison of patient flow and provider efficiency of two delivery strategies for HPV-based cervical cancer screening in Western Kenya: a time and motion study.	Global health action	2018	Easter Olwanda	https://pubmed.ncbi.nlm.nih.gov/29589991/
29507492	10.3747/co.25.3915	PMC5832287	Self-collection for under-screened women in a National Cervical Screening Program: pilot study.	Current oncology (Toronto, Ont.)	2018	M Saville	https://pubmed.ncbi.nlm.nih.gov/29507492/
29507491	10.3747/co.25.3916	PMC5832286	Completing the cervical screening pathway: Factors that facilitate the increase of self-collection uptake among under-screened and never-screened women, an Australian pilot study.	Current oncology (Toronto, Ont.)	2018	E McLachlan	https://pubmed.ncbi.nlm.nih.gov/29507491/
29507490	10.3747/co.25.3851	PMC5832295	Strategies to reach marginalized women for cervical cancer screening: A qualitative study of stakeholder perspectives.	Current oncology (Toronto, Ont.)	2018	B Wood	https://pubmed.ncbi.nlm.nih.gov/29507490/
29507489	10.3747/co.25.3827	PMC5832289	Implementation considerations using HPV self-collection to reach women under-screened for cervical cancer in high-income settings.	Current oncology (Toronto, Ont.)	2018	H N Pedersen	https://pubmed.ncbi.nlm.nih.gov/29507489/
29385850	10.1080/01443615.2017.1379061		Human Papilloma Virus (HPV) self-sampling: do women accept it?	Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology	2018	Nik Nairan Abdullah	https://pubmed.ncbi.nlm.nih.gov/29385850/
29273032	10.1186/s12905-017-0490-z	PMC5741906	Self-sampling for human papillomavirus DNA detection: a preliminary study of compliance and feasibility in BOLIVIA.	BMC women's health	2017	Pedro Surriabre	https://pubmed.ncbi.nlm.nih.gov/29273032/
29208043	10.1186/s13104-017-3045-3	PMC5717820	Self-sampling for human papillomavirus testing among rural young women of KwaZulu-Natal, South Africa.	BMC research notes	2017	J N Mbatha	https://pubmed.ncbi.nlm.nih.gov/29208043/
29207966	10.1186/s12885-017-3818-z	PMC5717798	Study protocol for a cluster-randomized trial to compare human papillomavirus based cervical cancer screening in community-health campaigns versus health facilities in western Kenya.	BMC cancer	2017	Megan J Huchko	https://pubmed.ncbi.nlm.nih.gov/29207966/
29197067	10.1002/ijgo.12415	PMC7369666	Cervical cancer screening through human papillomavirus testing in community health campaigns versus health facilities in rural western Kenya.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2018	Megan J Huchko	https://pubmed.ncbi.nlm.nih.gov/29197067/
29136403	10.1038/bjc.2017.371	PMC5765223	High-grade cervical intraepithelial neoplasia in human papillomavirus self-sampling of screening non-attenders.	British journal of cancer	2018	J U H Lam	https://pubmed.ncbi.nlm.nih.gov/29136403/
29121873	10.1186/s12885-017-3723-5	PMC5679364	Barriers to HPV self-sampling and cytology among low-income indigenous women in rural areas of a middle-income setting: a qualitative study.	BMC cancer	2017	Betania Allen-Leigh	https://pubmed.ncbi.nlm.nih.gov/29121873/
29113956	10.1016/j.cct.2017.11.004	PMC5742021	Rationale and design of the HOME trial: A pragmatic randomized controlled trial of home-based human papillomavirus (HPV) self-sampling for increasing cervical cancer screening uptake and effectiveness in a U.S. healthcare system.	Contemporary clinical trials	2018	Rachel L Winer	https://pubmed.ncbi.nlm.nih.gov/29113956/
28879068	10.1016/j.pmedr.2016.12.014	PMC5575437	Self-collected vaginal swabs for HPV screening: An exploratory study of rural Black Mississippi women.	Preventive medicine reports	2017	Richard A Crosby	https://pubmed.ncbi.nlm.nih.gov/28879068/
28876298	10.1097/olq.0000000000000681	PMC5846187	Mailed Human Papillomavirus Self-Collection With Papanicolaou Test Referral for Infrequently Screened Women in the United States.	Sexually transmitted diseases	2018	Jennifer S Smith	https://pubmed.ncbi.nlm.nih.gov/28876298/
28866635	10.1136/sextrans-2017-053235	PMC5831249	Acceptability and ease of use of mailed HPV self-collection among infrequently screened women in North Carolina.	Sexually transmitted infections	2018	Chelsea Anderson	https://pubmed.ncbi.nlm.nih.gov/28866635/
28864487	10.1136/bmjopen-2017-017384	PMC5588934	Self-administered versus provider-directed sampling in the Anishinaabek Cervical Cancer Screening Study (ACCSS): a qualitative investigation with Canadian First Nations women.	BMJ open	2017	Ingeborg Zehbe	https://pubmed.ncbi.nlm.nih.gov/28864487/
28807952		PMC5555324	Emerging role of HPV self-sampling in cervical cancer screening for hard-to-reach women: Focused literature review.	Canadian family physician Medecin de famille canadien	2017	Tina R Madzima	https://pubmed.ncbi.nlm.nih.gov/28807952/
28769590	10.2147/cmar.s139945	PMC5529114	Exploring the acceptability of human papillomavirus self-sampling among Muslim immigrant women.	Cancer management and research	2017	Aisha K Lofters	https://pubmed.ncbi.nlm.nih.gov/28769590/
28724554	10.1128/jcm.00550-17	PMC5625377	Prevalence of Human Papillomavirus in Self-Taken Samples from Screening Nonattenders.	Journal of clinical microbiology	2017	J U H Lam	https://pubmed.ncbi.nlm.nih.gov/28724554/
28724543	10.1136/bmjopen-2017-016309	PMC5734451	Cervical cancer screening in rural Bhutan with the careHPV test on self-collected samples: an ongoing cross-sectional, population-based study (REACH-Bhutan).	BMJ open	2017	Iacopo Baussano	https://pubmed.ncbi.nlm.nih.gov/28724543/
28631511	10.1080/01443615.2017.1323197		Self-collected cervicovaginal sampling for site-of-care primary HPV-based cervical cancer screening: a pilot study in a rural underserved Greek population.	Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology	2017	Kimon Chatzistamatiou	https://pubmed.ncbi.nlm.nih.gov/28631511/
28589548	10.1002/ijgo.12204		A pilot study of community-based self-sampling for HPV testing among non-attenders of cervical cancer screening programs in El Salvador.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2017	Bari Laskow	https://pubmed.ncbi.nlm.nih.gov/28589548/
28530513	10.1177/0969141317696518	PMC5956569	A cluster randomized trial of strategies to increase uptake amongst young women invited for their first cervical screen: The STRATEGIC trial.	Journal of medical screening	2018	H Kitchener	https://pubmed.ncbi.nlm.nih.gov/28530513/
28195317	10.1002/ijc.30647	PMC5516138	Human papillomavirus self-sampling for screening nonattenders: Opt-in pilot implementation with electronic communication platforms.	International journal of cancer	2017	Janni Uyen Hoa Lam	https://pubmed.ncbi.nlm.nih.gov/28195317/
28193227	10.1186/s13012-017-0548-1	PMC5307871	Evaluation of scaling-up of HPV self-collection offered by community health workers at home visits to increase screening among socially vulnerable under-screened women in Jujuy Province, Argentina.	Implementation science : IS	2017	Silvina Arrossi	https://pubmed.ncbi.nlm.nih.gov/28193227/
28184239	10.1186/s13027-017-0123-z	PMC5294803	Randomized trial evaluating self-sampling for HPV DNA based tests for cervical cancer screening in Nigeria.	Infectious agents and cancer	2017	Fatima Modibbo	https://pubmed.ncbi.nlm.nih.gov/28184239/
28086983	10.1186/s13063-016-1721-6	PMC5237204	Mailed HPV self-sampling for cervical cancer screening among underserved minority women: study protocol for a randomized controlled trial.	Trials	2017	Erin Kobetz	https://pubmed.ncbi.nlm.nih.gov/28086983/
28050338	10.1016/j.pmedr.2016.12.017	PMC5200878	Efficacy of self-sampling in promoting participation to cervical cancer screening also in subsequent round.	Preventive medicine reports	2017	Annarosa Del Mistro	https://pubmed.ncbi.nlm.nih.gov/28050338/
27867262	10.1080/09581596.2015.1067671	PMC5112009	Colonial legacy and the experience of First Nations women in cervical cancer screening: a Canadian multi-community study.	Critical public health	2016	Pamela Wakewich	https://pubmed.ncbi.nlm.nih.gov/27867262/
27855089	10.1136/bmjopen-2016-011754	PMC5073481	Community-randomised controlled trial embedded in the Anishinaabek Cervical Cancer Screening Study: human papillomavirus self-sampling versus Papanicolaou cytology.	BMJ open	2016	Ingeborg Zehbe	https://pubmed.ncbi.nlm.nih.gov/27855089/
27774794	10.1080/13557858.2016.1246423		Intravaginal practices are associated with greater odds of high-risk HPV infection in Haitian women.	Ethnicity & health	2017	Julia S Seay	https://pubmed.ncbi.nlm.nih.gov/27774794/
27632816	10.3310/hta20680	PMC5046076	A cluster randomised trial of strategies to increase cervical screening uptake at first invitation (STRATEGIC).	Health technology assessment (Winchester, England)	2016	Henry C Kitchener	https://pubmed.ncbi.nlm.nih.gov/27632816/
27624639	10.1158/1055-9965.epi-16-0350	PMC5225039	The Cost-Effectiveness of Cervical Self-Sampling to Improve Routine Cervical Cancer Screening: The Importance of Respondent Screening History and Compliance.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2017	Emily A Burger	https://pubmed.ncbi.nlm.nih.gov/27624639/
27538390	10.1186/s12889-016-3474-2	PMC4990977	HPV testing: a mixed-method approach to understand why women prefer self-collection in a middle-income country.	BMC public health	2016	Silvina Arrossi	https://pubmed.ncbi.nlm.nih.gov/27538390/
27444141	10.1111/phn.12285		Provider-Identified Barriers to Cervical Cancer Screening and Perceptions Toward Self-Collection of Human Papillomavirus in Southwest Virginia.	Public health nursing (Boston, Mass.)	2016	Christine Garcia	https://pubmed.ncbi.nlm.nih.gov/27444141/
27235844	10.1177/0969141316639346		Offering self-sampling to cervical screening non-attenders in primary care.	Journal of medical screening	2017	Anita Ww Lim	https://pubmed.ncbi.nlm.nih.gov/27235844/
27161432	10.1016/j.canep.2016.04.013		Human papillomavirus prevalence and type-specific distribution of high- and low-risk genotypes among Malagasy women living in urban and rural areas.	Cancer epidemiology	2016	Rosa Catarino	https://pubmed.ncbi.nlm.nih.gov/27161432/
27073929	10.1371/journal.pone.0151978	PMC4830596	Self-Sampling for Human Papillomavirus Testing among Non-Attenders Increases Attendance to the Norwegian Cervical Cancer Screening Programme.	PloS one	2016	Espen Enerly	https://pubmed.ncbi.nlm.nih.gov/27073929/
27039728	10.7314/apjcp.2016.17.3.1083		Detection of Genital HPV Infection Using Urine Samples: a Population Based Study in India.	Asian Pacific journal of cancer prevention : APJCP	2016	Sasidharanpillai Sabeena	https://pubmed.ncbi.nlm.nih.gov/27039728/
26985849	10.5694/mja15.00912		Impact of HPV sample self-collection for underscreened women in the renewed Cervical Screening Program.	The Medical journal of Australia	2016	Megan Smith	https://pubmed.ncbi.nlm.nih.gov/26985849/
26957962	10.4314/ahs.v15i3.8	PMC4765472	Acceptability of self-collected vaginal samples for HPV testing in an urban and rural population of Madagascar.	African health sciences	2015	Céline Broquet	https://pubmed.ncbi.nlm.nih.gov/26957962/
26944955	10.1136/jfprhc-2015-101305	PMC5868338	Factors influencing Malawian women's willingness to self-collect samples for human papillomavirus testing.	The journal of family planning and reproductive health care	2017	Allahna Esber	https://pubmed.ncbi.nlm.nih.gov/26944955/
26890683	10.1097/lgt.0000000000000188	PMC4819528	Introducing a High-Risk HPV DNA Test Into a Public Sector Screening Program in El Salvador.	Journal of lower genital tract disease	2016	Miriam L Cremer	https://pubmed.ncbi.nlm.nih.gov/26890683/
26850941	10.1002/ijc.30031		Home-based HPV self-sampling improves participation by never-screened and under-screened women: Results from a large randomized trial (iPap) in Australia.	International journal of cancer	2016	Farhana Sultana	https://pubmed.ncbi.nlm.nih.gov/26850941/
26745108	10.7314/apjcp.2015.16.18.8495		Comparative Assessment of a Self-sampling Device and Gynecologist Sampling for Cytology and HPV DNA Detection in a Rural and Low Resource Setting: Malaysian Experience.	Asian Pacific journal of cancer prevention : APJCP	2015	Latiffah A Latiff	https://pubmed.ncbi.nlm.nih.gov/26745108/
26745058	10.7314/apjcp.2015.16.18.8187		Detection of High-Risk Human Papillomaviruses in the Prevention of Cervical Cancer in India.	Asian Pacific journal of cancer prevention : APJCP	2015	Krishnan Baskaran	https://pubmed.ncbi.nlm.nih.gov/26745058/
26723863	10.1016/j.jfma.2015.10.014		Self-sampling HPV test in women not undergoing Pap smear for more than 5 years and factors associated with under-screening in Taiwan.	Journal of the Formosan Medical Association = Taiwan yi zhi	2016	Hung-Hsueh Chou	https://pubmed.ncbi.nlm.nih.gov/26723863/
26598955	10.1089/jwh.2015.5348		Randomized Intervention of Self-Collected Sampling for Human Papillomavirus Testing in Under-Screened Rural Women: Uptake of Screening and Acceptability.	Journal of women's health (2002)	2016	C Sarai Racey	https://pubmed.ncbi.nlm.nih.gov/26598955/
26536865	10.1186/s12885-015-1804-x	PMC4634718	Women's experience with home-based self-sampling for human papillomavirus testing.	BMC cancer	2015	Farhana Sultana	https://pubmed.ncbi.nlm.nih.gov/26536865/
26474762	10.1186/s12889-015-2360-7	PMC4609068	Factors affecting attendance to cervical cancer screening among women in the Paracentral Region of El Salvador: a nested study within the CAPE HPV screening program.	BMC public health	2015	Karla M Alfaro	https://pubmed.ncbi.nlm.nih.gov/26474762/
26462192	10.1097/olq.0000000000000345	PMC4610156	Vaginal Self-Sampling for Human Papillomavirus Infection as a Primary Cervical Cancer Screening Tool in a Haitian Population.	Sexually transmitted diseases	2015	Joel C Boggan	https://pubmed.ncbi.nlm.nih.gov/26462192/
26462184	10.1097/olq.0000000000000365	PMC4608378	Community-Based Screening for Cervical Cancer: A Feasibility Study of Rural Appalachian Women.	Sexually transmitted diseases	2015	Richard A Crosby	https://pubmed.ncbi.nlm.nih.gov/26462184/
26421807	10.1002/ijc.29877		Effectiveness of novel, lower cost molecular human papillomavirus-based tests for cervical cancer screening in rural china.	International journal of cancer	2016	Melissa Valdez	https://pubmed.ncbi.nlm.nih.gov/26421807/
26296294	10.1016/j.ejca.2015.07.006		Reaching women who do not participate in the regular cervical cancer screening programme by offering self-sampling kits: a systematic review and meta-analysis of randomised trials.	European journal of cancer (Oxford, England : 1990)	2015	F Verdoodt	https://pubmed.ncbi.nlm.nih.gov/26296294/
26265118	10.1111/jrh.12136		Barriers and Facilitators to Cervical Cancer Screening Among Women in Rural Ontario, Canada: The Role of Self-Collected HPV Testing.	The Journal of rural health : official journal of the American Rural Health Association and the National Rural Health Care Association	2016	C Sarai Racey	https://pubmed.ncbi.nlm.nih.gov/26265118/
26248549	10.1136/jech-2015-205851		Age-specific performance of careHPV versus Papanicolaou and visual inspection of cervix with acetic acid testing in a primary cervical cancer screening.	Journal of epidemiology and community health	2016	Satyanarayana Labani	https://pubmed.ncbi.nlm.nih.gov/26248549/
26163640	10.7314/apjcp.2015.16.12.5053		Knowledge, Attitude and Practice Concerning Human Papilloma Virus Infection and its Health Effects among Rural Women, Karnataka, South India.	Asian Pacific journal of cancer prevention : APJCP	2015	Sasidharanpillai Sabeena	https://pubmed.ncbi.nlm.nih.gov/26163640/
26060041	10.1186/s12905-015-0206-1	PMC4461929	Effect of vaginal self-sampling on cervical cancer screening rates: a community-based study in Newfoundland.	BMC women's health	2015	Pauline Duke	https://pubmed.ncbi.nlm.nih.gov/26060041/
26028338	10.1071/sh14236		Women's views on human papillomavirus self-sampling: focus groups to assess acceptability, invitation letters and a test kit in the Australian setting.	Sexual health	2015	Farhana Sultana	https://pubmed.ncbi.nlm.nih.gov/26028338/
25773843	10.7314/apjcp.2015.16.5.1907		Evaluation of several screening approaches for detection of cervical lesions in rural Shandong, China.	Asian Pacific journal of cancer prevention : APJCP	2015	Li-Ju Zong	https://pubmed.ncbi.nlm.nih.gov/25773843/
25757944	10.1136/bmjopen-2014-005828	PMC4360576	Cervical cancer screening and HPV vaccine acceptability among rural and urban women in Kilimanjaro Region, Tanzania.	BMJ open	2015	Melissa S Cunningham	https://pubmed.ncbi.nlm.nih.gov/25757944/
25742805	10.1177/0969141315573345	PMC4429163	Consultation rates in cervical screening non-attenders: opportunities to increase screening uptake in GP primary care.	Journal of medical screening	2015	Anita Wey Wey Lim	https://pubmed.ncbi.nlm.nih.gov/25742805/
25684487	10.7314/apjcp.2015.16.2.559		Assessment of the reliability of a novel self-sampling device for performing cervical sampling in Malaysia.	Asian Pacific journal of cancer prevention : APJCP	2015	Latiffah A Latiff	https://pubmed.ncbi.nlm.nih.gov/25684487/
25468050	10.1016/j.ijgo.2014.09.016		Pairing community health workers with HPV self-sampling for cervical cancer prevention in rural Haiti.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2015	Morgan Mandigo	https://pubmed.ncbi.nlm.nih.gov/25468050/
25453572	10.1016/j.jcv.2014.09.018		The concordance of HPV DNA detection by Hybrid Capture 2 and careHPV on clinician- and self-collected specimens.	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2014	Wen Chen	https://pubmed.ncbi.nlm.nih.gov/25453572/
25431533	10.1186/s12930-014-0013-0	PMC4245727	A community-based intervention in middle schools to improve HPV vaccination and cervical cancer screening in Japan.	Asia Pacific family medicine	2014	Tomoko Ito	https://pubmed.ncbi.nlm.nih.gov/25431533/
25420580	10.1186/s12905-014-0139-0	PMC4253005	Determinants of women's likelihood of vaginal self-sampling for human papillomavirus to screen for cervical cancer in Taiwan: a cross-sectional study.	BMC women's health	2014	Shu-Ling Chen	https://pubmed.ncbi.nlm.nih.gov/25420580/
25403717	10.1177/0969141314558785		A randomized controlled trial in non-responders from Newcastle upon Tyne invited to return a self-sample for Human Papillomavirus testing versus repeat invitation for cervical screening.	Journal of medical screening	2015	Louise Cadman	https://pubmed.ncbi.nlm.nih.gov/25403717/
25396015	10.11604/pamj.2014.17.189.3454	PMC4228994	Human papillomavirus (HPV) testing on self-collected specimens: perceptions among HIV positive women attending rural and urban clinics in South Africa.	The Pan African medical journal	2014	Kay Mahomed	https://pubmed.ncbi.nlm.nih.gov/25396015/
25303975	10.1186/1471-2458-14-1060	PMC4203923	Women's intentions to self-collect samples for human papillomavirus testing in an organized cervical cancer screening program.	BMC public health	2014	Laurie W Smith	https://pubmed.ncbi.nlm.nih.gov/25303975/
25171269	10.1016/j.ejogrb.2014.08.005		Human papillomavirus viral load on careHPV testing of self-collected vaginal samples vs. clinician-collected cervical samples.	European journal of obstetrics, gynecology, and reproductive biology	2014	S Labani	https://pubmed.ncbi.nlm.nih.gov/25171269/
25148227	10.1097/lgt.0000000000000051		Feasibility of at-home self-sampling for HPV testing as an appropriate screening strategy for nonparticipants in Switzerland: preliminary results of the DEPIST study.	Journal of lower genital tract disease	2015	Rosa Catarino	https://pubmed.ncbi.nlm.nih.gov/25148227/
25120228	10.1007/s10900-014-9931-x	PMC4316669	Perceptions of mailed HPV self-testing among women at higher risk for cervical cancer.	Journal of community health	2014	Kayoll V Galbraith	https://pubmed.ncbi.nlm.nih.gov/25120228/
25056208	10.1186/1745-6215-15-299	PMC4127186	Rationale and design of the research project of the South Florida Center for the Reduction of Cancer Health Disparities (SUCCESS): study protocol for a randomized controlled trial.	Trials	2014	Olveen Carrasquillo	https://pubmed.ncbi.nlm.nih.gov/25056208/
25041021	10.7314/apjcp.2014.15.13.5475		Situation analysis of existing facilities for screening, treatment and prevention of cervical cancer in hospitals/primary health centers of Delhi-NCR region, India.	Asian Pacific journal of cancer prevention : APJCP	2014	P Cheena Chawla	https://pubmed.ncbi.nlm.nih.gov/25041021/
24978811	10.1371/journal.pone.0101255	PMC4076302	Assessment of high-risk human papillomavirus infections using clinician- and self-collected cervical sampling methods in rural women from far western Nepal.	PloS one	2014	Derek C Johnson	https://pubmed.ncbi.nlm.nih.gov/24978811/
24880188	10.1016/j.ijgo.2014.02.026		Acceptability of self-collected versus provider-collected sampling for HPV DNA testing among women in rural El Salvador.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2014	Alan J Rosenbaum	https://pubmed.ncbi.nlm.nih.gov/24880188/
24671789	10.1128/jcm.03432-13	PMC4042749	Optimal positive cutoff points for careHPV testing of clinician- and self-collected specimens in primary cervical cancer screening: an analysis from rural China.	Journal of clinical microbiology	2014	Le-Ni Kang	https://pubmed.ncbi.nlm.nih.gov/24671789/
24646201	10.1186/1471-2407-14-207	PMC3994873	Rationale and design of the iPap trial: a randomized controlled trial of home-based HPV self-sampling for improving participation in cervical screening by never- and under-screened women in Australia.	BMC cancer	2014	Farhana Sultana	https://pubmed.ncbi.nlm.nih.gov/24646201/
24575872	10.1111/1471-0528.12646		Clinical determinants of a positive visual inspection after treatment with acetic acid for cervical cancer screening.	BJOG : an international journal of obstetrics and gynaecology	2014	P E Castle	https://pubmed.ncbi.nlm.nih.gov/24575872/
24575388	10.3389/fonc.2014.00020	PMC3919018	The Possible Effects on Socio-Economic Inequalities of Introducing HPV Testing as Primary Test in Cervical Cancer Screening Programs.	Frontiers in oncology	2014	Paolo Giorgi Rossi	https://pubmed.ncbi.nlm.nih.gov/24575388/
24568476	10.7314/apjcp.2014.15.2.671		Cervical cancer screening and analysis of potential risk factors in 43,567 women in Zhongshan, China.	Asian Pacific journal of cancer prevention : APJCP	2014	Ying Wang	https://pubmed.ncbi.nlm.nih.gov/24568476/
24522235	10.1016/j.canep.2014.01.004		Comparison of HPV genotypes and viral load between different sites of genital tract: the significance for cervical cancer screening.	Cancer epidemiology	2014	Shao-Kai Zhang	https://pubmed.ncbi.nlm.nih.gov/24522235/
24276617	10.1007/s10900-013-9786-6	PMC4543313	The Peru Cervical Cancer Screening Study (PERCAPS): the design and implementation of a mother/daughter screen, treat, and vaccinate program in the Peruvian jungle.	Journal of community health	2014	Carolina E Abuelo	https://pubmed.ncbi.nlm.nih.gov/24276617/
24188790	10.1186/1471-2334-13-519	PMC4228358	Estimation of HPV prevalence in young women in Scotland; monitoring of future vaccine impact.	BMC infectious diseases	2013	Kimberley Kavanagh	https://pubmed.ncbi.nlm.nih.gov/24188790/
24125753	10.1016/j.ygyno.2013.10.008	PMC4753797	Self-collecting a cervico-vaginal specimen for cervical cancer screening: an exploratory study of acceptability among medically underserved women in rural Appalachia.	Gynecologic oncology	2014	Robin C Vanderpool	https://pubmed.ncbi.nlm.nih.gov/24125753/
23898889	10.1186/1471-2458-13-696	PMC3733604	HPV and cervical cancer related knowledge, awareness and testing behaviors in a community sample of female sex workers in China.	BMC public health	2013	Yan Hong	https://pubmed.ncbi.nlm.nih.gov/23898889/
